6.987	3.088	2.964	2.876	2.735	2.647	2.505	2.417	2.276	2.17	2.011	1.835	1.641	1.482	1.323	1.147
3.088	6.246	3.035	2.929	2.788	2.664	2.541	2.417	2.294	2.17	2.011	1.835	1.641	1.464	1.323	1.147
2.929	3.035	6.881	2.982	2.805	2.682	2.558	2.417	2.294	2.17	2.011	1.835	1.641	1.482	1.323	1.147
2.858	2.929	3.017	6.034	2.894	2.752	2.611	2.47	2.311	2.188	2.029	1.853	1.641	1.482	1.323	1.164
2.735	2.788	2.805	2.894	6.352	2.805	2.647	2.488	2.329	2.241	2.064	1.87	1.676	1.482	1.323	1.164
2.629	2.647	2.699	2.752	2.823	6.352	2.77	2.558	2.417	2.241	2.1	1.888	1.676	1.517	1.341	1.164
2.488	2.541	2.558	2.611	2.647	2.77	6.669	2.682	2.488	2.294	2.152	1.941	1.711	1.553	1.376	1.182
2.417	2.435	2.435	2.47	2.505	2.594	2.699	6.034	2.594	2.329	2.188	1.976	1.747	1.57	1.394	1.217
2.276	2.276	2.294	2.311	2.329	2.417	2.47	2.576	6.034	2.47	2.241	2.011	1.782	1.588	1.411	1.235
2.152	2.17	2.17	2.188	2.223	2.241	2.294	2.329	2.452	5.716	2.329	2.1	1.853	1.641	1.447	1.253
2.011	2.011	2.011	2.029	2.064	2.1	2.152	2.188	2.241	2.329	5.716	2.241	1.905	1.676	1.482	1.288
1.835	1.853	1.853	1.853	1.87	1.905	1.941	1.976	2.011	2.1	2.241	5.187	2.1	1.764	1.535	1.323
1.641	1.641	1.641	1.658	1.676	1.676	1.711	1.747	1.782	1.853	1.905	2.1	5.611	1.941	1.623	1.376
1.464	1.464	1.464	1.482	1.5	1.535	1.535	1.57	1.588	1.641	1.676	1.764	1.941	5.505	1.782	1.447
1.323	1.323	1.323	1.323	1.323	1.359	1.376	1.394	1.411	1.447	1.482	1.553	1.623	1.782	5.293	1.535
1.164	1.164	1.164	1.164	1.164	1.182	1.182	1.217	1.235	1.253	1.288	1.323	1.376	1.447	1.535	4.34
