7.179	3.009	2.868	2.745	2.622	2.481	2.323	2.235	2.112	1.953	1.777	1.619	1.443	1.32	1.179	1.091
3.009	6.229	2.939	2.798	2.675	2.534	2.393	2.235	2.112	1.971	1.777	1.619	1.443	1.302	1.179	1.091
2.868	2.939	6.018	2.868	2.71	2.551	2.411	2.27	2.147	1.971	1.795	1.636	1.443	1.32	1.179	1.091
2.763	2.78	2.886	5.912	2.78	2.622	2.464	2.288	2.164	1.988	1.812	1.636	1.461	1.32	1.179	1.091
2.622	2.675	2.71	2.78	5.912	2.692	2.481	2.323	2.182	2.006	1.848	1.636	1.461	1.32	1.214	1.091
2.481	2.534	2.551	2.622	2.692	5.173	2.569	2.393	2.235	2.059	1.848	1.672	1.478	1.32	1.232	1.109
2.323	2.393	2.428	2.464	2.499	2.587	5.49	2.481	2.27	2.094	1.9	1.707	1.513	1.355	1.232	1.144
2.235	2.252	2.27	2.288	2.323	2.411	2.481	5.596	2.323	2.164	1.936	1.707	1.548	1.373	1.249	1.144
2.094	2.129	2.147	2.164	2.2	2.235	2.27	2.376	5.173	2.235	1.988	1.76	1.566	1.408	1.267	1.161
1.936	1.971	1.988	1.988	2.006	2.059	2.094	2.164	2.235	4.962	2.094	1.848	1.619	1.425	1.302	1.161
1.777	1.777	1.812	1.812	1.848	1.848	1.9	1.936	1.988	2.094	4.857	1.936	1.672	1.478	1.32	1.214
1.619	1.619	1.619	1.636	1.654	1.672	1.689	1.724	1.76	1.848	1.918	4.434	1.76	1.531	1.39	1.249
1.443	1.461	1.461	1.461	1.461	1.496	1.531	1.531	1.584	1.619	1.672	1.76	4.118	1.619	1.408	1.285
1.302	1.32	1.32	1.32	1.32	1.337	1.355	1.373	1.39	1.425	1.461	1.531	1.601	4.012	1.461	1.32
1.179	1.179	1.179	1.197	1.197	1.232	1.232	1.249	1.267	1.32	1.32	1.39	1.425	1.461	4.223	1.39
1.091	1.091	1.091	1.091	1.109	1.126	1.144	1.161	1.161	1.179	1.232	1.249	1.285	1.32	1.39	3.906
