# Infill density,Matrix resistivity (kohm.cm)
34.8713,5.156019949
33.9169,5.483645128
34.8426,5.165419873
44.2439,3.089357401
35.0085,5.111452173
44.4399,3.060854666
35.0118,5.110387655
34.8187,5.17326821
34.7936,5.181530755
34.9493,5.130608196
34.908,5.144038865
34.9123,5.142637945
44.3528,3.073469805
35.0013,5.113775963
44.4203,3.063686346
44.5786,3.040932962
44.6692,3.028029496
34.9538,5.129148129
44.2554,3.087673573
33.9118,5.485482778
33.9007,5.489485709
34.9703,5.123800119
34.8713,5.156019949
44.6412,3.032008141
34.7608,5.192359257
34.8186,5.173301087
34.9375,5.134439914
34.917,5.14110739
34.919,5.140456307
34.79,5.182717519
33.9008,5.489449626
34.9448,5.132068915
44.2564,3.087527221
44.4091,3.065306293
34.8862,5.151150423
34.7653,5.19087154
34.9934,5.116327584
34.9061,5.144658067
34.9557,5.128531851
34.8739,5.155169713
44.2372,3.090339079
34.9713,5.123476279
44.5275,3.048248818
34.9573,5.128012971
34.9555,5.128596717
34.8193,5.173070952
44.6711,3.027759814
34.9966,5.115293776
34.9368,5.13466736
34.8297,5.169653684
34.9659,5.1252254
33.9176,5.483392977
34.838,5.16692898
34.8679,5.157132127
34.9955,5.11564911
34.9887,5.117846585
34.8265,5.170704774
34.9487,5.130802921
44.5548,3.044336917
34.8579,5.160405422
44.2513,3.088273729
34.8754,5.154679292
34.843,5.165288679
34.7898,5.182783462
44.5983,3.038119914
34.9741,5.122569695
34.8272,5.170474819
34.8649,5.158113774
34.7645,5.191135974
34.847,5.163977027
34.9242,5.138764096
34.8789,5.153535262
34.8668,5.157492031
44.3941,3.06747797
34.8273,5.17044197
44.3065,3.080208893
34.8461,5.164272103
34.7895,5.18288238
44.654,3.030188315
34.9473,5.131257324
34.8503,5.162895306
34.7896,5.182849407
34.8298,5.169620842
34.9824,5.119883801
44.667,3.028341808
44.3769,3.069971132
34.8759,5.154515835
34.9241,5.13879663
35.0116,5.110452162
34.9694,5.124091603
34.9389,5.133985068
44.2452,3.089166983
34.8276,5.170343424
34.995,5.115810639
34.8581,5.160339925
34.8026,5.178565711
35.0107,5.110742456
44.2671,3.085961936
44.4984,3.052427333
44.5051,3.051464473
34.8612,5.159324875
34.9939,5.11616603
34.8606,5.159521312
44.3667,3.071451135
33.9015,5.489197056
44.3407,3.075228759
44.2008,3.095680928
34.7818,5.185422293
34.9722,5.123184849
33.9182,5.483176862
34.9916,5.116909245
44.6845,3.02585891
34.9707,5.123670579
44.5242,3.048722219
34.8622,5.158997506
34.9617,5.126586475
34.907,5.144364746
44.2526,3.088083416
44.6374,3.032548731
34.96,5.127137547
34.8969,5.147657962
34.8114,5.175669129
34.8927,5.149028392
34.7685,5.189814015
34.8432,5.165223084
34.9435,5.132491022
44.2476,3.088815491
34.833,5.168570098
44.5403,3.046413686
44.2323,3.091057331
44.284,3.083492199
34.9849,5.11907523
44.528,3.0481771
34.9899,5.117458688
34.8587,5.160143439
44.6038,3.037335274
34.9717,5.123346751
34.8109,5.175833639
34.9529,5.12944009
34.9337,5.135674812
34.905,5.145016606
34.9064,5.144560291
34.9247,5.13860143
34.9256,5.13830865
34.7725,5.188492583
34.8037,5.178203499
34.8996,5.146777274
34.7736,5.188129282
34.7694,5.189516646
44.6808,3.026383599
34.8128,5.175208543
34.9001,5.146614209
44.3569,3.072874154
34.9268,5.137918318
34.931,5.136552523
34.9558,5.128499419
34.9968,5.115229173
34.8715,5.155954538
44.2786,3.084281009
34.8344,5.168110503
34.93,5.13687766
34.8488,5.163386953
34.9576,5.12791569
44.3147,3.079013674
34.9955,5.11564911
44.6396,3.032235739
44.4345,3.061634413
44.3139,3.079130249
44.2313,3.091203946
44.2308,3.091277257
34.784,5.184696405
34.8541,5.161650129
34.8228,5.171920514
34.9057,5.14478844
34.765,5.1909707
34.8685,5.156935833
34.7771,5.186973589
44.5927,3.038919147
34.8762,5.154417765
34.7824,5.185224308
35.0027,5.113323985
34.8541,5.161650129
34.8144,5.174682238
34.8881,5.150529995
34.9035,5.145505586
34.7688,5.189714889
34.805,5.177775482
34.913,5.142409944
33.9017,5.489124897
34.8373,5.167158687
44.4146,3.064510615
44.4439,3.060277277
34.8354,5.167782259
44.3739,3.070406311
44.671,3.027774007
44.4105,3.065103726
34.9878,5.118137538
34.8848,5.151607655
34.8967,5.147723208
44.1992,3.095916067
44.1987,3.095989553
35.0032,5.11316258
33.9084,5.486708415
34.9044,5.145212189
34.9711,5.123541044
34.7815,5.18552129
34.929,5.13720283
34.8954,5.148147336
34.8694,5.156641414
34.8516,5.162469271
34.7975,5.180245576
34.9882,5.118008222
44.4969,3.052642963
33.918,5.483248899
34.7749,5.187699977
34.8237,5.171624752
34.9916,5.116909245
34.7973,5.180311471
44.2622,3.086678594
34.8592,5.15997971
34.7873,5.183607871
44.4518,3.059137435
44.3279,3.07709119
34.803,5.178433993
34.9579,5.127818412
34.8637,5.158506515
44.2759,3.084675532
44.2814,3.083871956
34.9965,5.115326077
33.9151,5.4842936
34.798,5.180080846
34.936,5.134927318
34.8621,5.159030242
44.217,3.093301725
34.7717,5.188756827
44.5097,3.050803682
34.9027,5.145766405
34.9323,5.136129892
44.3514,3.07367324
34.9563,5.128337262
34.7983,5.179982011
34.8051,5.17774256
34.9042,5.145277386
35.0032,5.11316258
34.7783,5.186577444
34.9543,5.128985939
44.367,3.07140759
34.982,5.120013191
34.7687,5.18974793
34.8158,5.17422179
34.9344,5.135447296
44.202,3.095504592
44.2414,3.089723642
34.8462,5.164239315
34.9542,5.129018376
34.8977,5.147396993
44.2194,3.092949494
34.8454,5.164501625
34.9464,5.131549473
34.8807,5.152947059
44.5258,3.048492677
34.9613,5.126716131
34.8311,5.169193937
34.929,5.13720283
34.9667,5.124966212
34.8602,5.159652276
34.8573,5.160601924
35.002,5.113549966
34.8511,5.162633124
34.7982,5.180014956
44.343,3.074894291
34.9496,5.130510838
34.9999,5.114228003
34.9989,5.114550928
34.9042,5.145277386
44.2328,3.090984028
34.889,5.150236149
34.8596,5.159848732
44.6235,3.034527443
35.0043,5.112807516
34.94,5.133627734
44.2206,3.092773402
34.8003,5.179323192
44.4533,3.058921084
34.906,5.14469066
34.8691,5.156739551
34.8494,5.163190286
34.9532,5.129342766
34.7951,5.181036396
34.845,5.164632788
34.9458,5.131744254
44.6286,3.033801206
34.96,5.127137547
34.9707,5.123670579
33.9122,5.485338614
34.8463,5.164206528
34.7717,5.188756827
34.8341,5.168208982
34.7699,5.189351453
34.9622,5.126424412
34.9542,5.129018376
44.5884,3.039533067
34.8783,5.153731353
34.9997,5.114292586
34.8475,5.163813107
34.9051,5.14498401
34.8961,5.147918952
44.6167,3.035496184
33.9162,5.483897298
34.9026,5.145799008
44.6523,3.030429912
34.8136,5.17494538
33.9108,5.485843215
34.9705,5.123735349
34.932,5.136227417
34.9716,5.123379133
34.8995,5.146809888
44.4875,3.053994793
34.8741,5.155104319
44.6276,3.033943584
44.5638,3.043049005
34.8649,5.158113774
34.9189,5.140488858
34.9343,5.135479797
34.8917,5.149354769
34.7659,5.190673228
34.8922,5.149191576
34.943,5.132653385
34.8245,5.171361875
44.2543,3.087834572
34.8179,5.173531239
34.8538,5.161748415
44.5339,3.047331035
34.7916,5.182190016
44.4559,3.058546133
34.8716,5.155921834
34.7793,5.18624736
44.5995,3.037948693
34.8762,5.154417765
34.7922,5.181992224
34.8829,5.152228286
34.7969,5.180443263
34.8592,5.15997971
34.8261,5.170836183
44.5696,3.04221947
34.8819,5.152554982
44.5945,3.038662215
35.0028,5.113291703
34.9847,5.119139908
44.2679,3.085844956
33.9154,5.484185513
34.8942,5.148538887
34.7986,5.17988318
34.9258,5.138243592
34.9464,5.131549473
34.8856,5.151346372
44.6902,3.025050883
34.8008,5.179158507
34.8362,5.167519688
34.9638,5.125905866
33.9145,5.484509784
34.8169,5.173860055
34.9543,5.128985939
34.8854,5.151411691
34.7886,5.183179153
