# Infill density,Matrix resistivity (kohm.cm)
32.7733,5.92123662
32.5321,6.020527647
32.4214,6.066974626
32.647,5.972905533
32.5251,6.023448134
32.4932,6.036785386
32.5763,6.002138026
32.3327,6.104597798
32.6736,5.961964938
32.5917,5.995751468
32.3366,6.102935884
32.6749,5.961431052
32.7477,5.931652716
32.5485,6.013694052
32.6544,5.96985875
32.7344,5.93707555
32.5369,6.018526311
32.5342,6.019651934
32.498,6.034775568
32.7185,5.943568697
32.5709,6.004379995
32.5836,5.999109302
32.7263,5.940381989
32.3913,6.079701046
32.6179,5.984910484
32.4774,6.043408454
32.72,5.94295566
32.6161,5.985654301
32.4824,6.041311314
32.3479,6.098124601
32.5869,5.99774094
32.6756,5.961143607
32.6768,5.960650894
32.5874,5.997533655
32.7133,5.945694658
32.6021,5.991444493
32.7043,5.949377026
32.4557,6.052523283
32.653,5.970434981
32.4386,6.059721133
32.7581,5.927417714
32.3537,6.095657402
32.6687,5.963977948
32.6234,5.982638609
32.5011,6.033478119
32.6225,5.983010278
32.4943,6.03632471
32.6936,5.953759608
32.5856,5.998279933
32.3506,6.096975882
32.7678,5.923472032
32.4244,6.065708502
32.3979,6.076906954
32.638,5.976614368
32.6192,5.984373373
32.5809,6.000229236
32.6842,5.957613906
32.5233,6.024199476
32.5265,6.022863859
32.382,6.083641596
32.4135,6.070310737
32.3965,6.077499472
32.3524,6.096210259
32.78,5.918515267
32.3319,6.104938791
32.5579,6.009782717
32.4821,6.041437111
32.7227,5.941852444
32.431,6.062924487
32.3891,6.080632857
32.5188,6.026078473
32.7329,5.937687636
32.7002,5.951055735
32.6832,5.958024168
32.7595,5.92684798
32.6949,5.953226875
32.4494,6.055173561
32.3977,6.076991594
32.3645,6.091067477
32.6452,5.973647012
32.5095,6.029964647
32.4983,6.034649989
32.4913,6.037581228
32.3675,6.089793459
32.6118,5.987431783
32.5269,6.02269694
32.7592,5.926970059
32.5711,6.004296936
32.3938,6.078642441
32.3867,6.081649634
32.6566,5.968953419
32.4701,6.046472329
32.6255,5.981771522
32.341,6.101061757
32.3842,6.082709061
32.6971,5.952325496
32.5449,6.015193067
32.5827,5.999482577
32.4828,6.041143592
32.5701,6.00471225
32.6627,5.966444311
32.4081,6.072592771
32.6407,5.975501339
32.7494,5.930960132
32.5031,6.032641287
32.69,5.95523526
32.4781,6.043114786
