# Infill density,Matrix resistivity (kohm.cm)
44.431,3.062139971
45.2036,2.953636279
45.2737,2.94409065
44.6736,3.027405025
44.7248,3.020153276
45.1934,2.955029273
44.6845,3.02585891
45.1172,2.965468439
45.2679,2.944878608
44.591,3.039161836
44.835,3.004637122
44.7633,3.014718226
44.9802,2.984383062
44.7261,3.019969504
44.4246,3.063064758
44.9729,2.985396227
44.7001,3.023648273
44.3768,3.069985636
45.1591,2.959721125
44.6643,3.028725168
45.1249,2.964410938
44.2906,3.082528527
44.7613,3.015000188
45.139,2.962476008
44.7285,3.019630279
44.9397,2.990010857
44.4439,3.060277277
45.0725,2.971619141
44.74,3.018005655
44.5769,3.041175903
45.1042,2.967255174
45.2657,2.945177575
44.6254,3.034256852
44.4772,3.055477132
44.4397,3.06088354
45.0259,2.978052608
45.0187,2.979048568
45.1382,2.962585738
44.8088,3.008314735
45.3232,2.937379264
44.7367,3.018471711
44.3181,3.078518309
44.6975,3.024016537
45.0534,2.974253396
44.817,3.007162968
45.334,2.93591815
44.4227,3.063339389
44.6607,3.029236433
44.8961,2.996088046
45.0668,2.972404897
44.4087,3.065364173
44.749,3.016735167
45.009,2.980391173
44.3288,3.07696018
44.5431,3.046012481
45.2693,2.944688381
44.261,3.086854142
44.3453,3.07455988
44.8436,3.003431504
45.1572,2.959981364
45.1966,2.954592145
44.3292,3.076901956
44.5879,3.039604466
45.0201,2.978854868
44.3484,3.074109242
44.8982,2.995794893
44.5183,3.04956889
45.1297,2.963752016
44.3256,3.077426032
44.5962,3.038419588
44.8871,2.997344923
45.2496,2.947366921
44.7896,3.011014264
45.2069,2.953185825
45.1607,2.959502003
44.9091,2.994274015
45.0358,2.976684015
44.9959,2.982205889
44.6528,3.030358851
44.6785,3.026709829
44.8633,3.000672653
44.9851,2.983703295
44.6227,3.034641387
44.596,3.038448131
44.396,3.067202758
45.027,2.977900493
44.8369,3.004370699
44.4363,3.061374463
44.3582,3.072685327
44.923,2.992336302
45.0869,2.969635524
44.2641,3.086400676
45.2546,2.946686727
45.3003,2.940481142
45.1191,2.965207443
44.8059,3.008722233
44.6672,3.028313414
44.3863,3.068608196
45.2866,2.942339307
44.3718,3.070710994
44.6708,3.027802393
44.6175,3.035382189
44.3576,3.072772475
44.3116,3.07946544
45.2827,2.94286861
44.4876,3.053980407
44.7432,3.01755383
44.7943,3.010353091
44.3425,3.074966997
44.6381,3.032449137
44.4707,3.05641317
44.3642,3.071814052
45.1368,2.962777781
45.2234,2.950935168
44.6723,3.027589507
44.4422,3.060522647
44.258,3.08729308
44.7284,3.019644412
44.3521,3.07357152
44.7333,3.018952008
44.5951,3.038576578
44.2493,3.088566555
45.1556,2.960200542
45.2093,2.952858289
44.5288,3.048062358
44.5754,3.041390289
44.2489,3.088625125
45.2562,2.946469117
44.7959,3.010128062
44.8807,2.998239206
44.7048,3.022982745
44.7665,3.014267172
44.3796,3.069579553
44.567,3.042591286
44.8467,3.002997106
44.2854,3.083287744
44.3792,3.06963756
44.4748,3.055822694
44.3107,3.079596617
44.633,3.033174867
45.1167,2.965537129
44.6341,3.033018314
44.4694,3.056600431
44.8988,2.995711144
45.2379,2.948959539
44.6278,3.033915107
45.2098,2.95279006
44.488,3.053922864
45.2452,2.947965696
44.8221,3.006446974
45.195,2.954810696
45.1549,2.96029644
44.3266,3.077280442
44.6779,3.026794942
44.782,3.012083877
44.4926,3.053261237
44.7526,3.016227206
44.3326,3.076407123
44.7804,3.012309134
44.3608,3.072307727
44.7597,3.015225788
45.2864,2.942366447
44.8017,3.009312556
44.4961,3.052757976
44.6504,3.030699968
44.2737,3.084997054
44.8141,3.007570221
44.422,3.063440578
44.7169,3.02127042
44.8014,3.009354729
44.4524,3.059050891
44.9656,2.986409931
45.0186,2.979062404
44.7775,3.012717481
45.1724,2.95790045
44.7061,3.022798703
45.2429,2.948278768
44.7685,3.013985317
44.8431,3.003501577
45.3041,2.939966064
44.4598,3.057983842
44.7392,3.018118628
44.4776,3.055419545
44.5745,3.041518932
44.9782,2.984660588
44.3493,3.073978431
44.8308,3.005226189
44.4195,3.063802012
44.8323,3.005015787
45.2244,2.950798851
45.1549,2.96029644
44.4338,3.061735514
44.6775,3.026851686
45.2997,2.940562483
44.3716,3.070740013
45.1571,2.959995062
44.6701,3.027901747
44.8286,3.005534819
44.2667,3.086020429
44.9677,2.986118262
44.7508,3.01648117
44.579,3.040875803
44.2567,3.087483317
44.3755,3.070174203
44.9421,2.989676894
44.8175,3.007092761
44.6307,3.033502246
45.1809,2.95673778
44.6403,3.032136162
44.6259,3.03418565
44.742,3.017723252
45.1809,2.95673778
44.7209,3.020704696
44.9535,2.98809137
44.8159,3.007317433
45.0056,2.980862002
44.3283,3.077032962
44.9061,2.994692485
45.2832,2.942800743
44.716,3.02139773
44.7444,3.017384423
45.2083,2.952994755
44.8524,3.002198632
44.4928,3.053232476
45.2959,2.941077724
45.3,2.940521812
44.5514,3.044823684
44.716,3.02139773
44.4947,3.052959265
44.2929,3.082192813
44.7151,3.021525049
44.9153,2.993409468
45.1735,2.957749946
45.2436,2.94818348
45.0606,2.973259948
44.3522,3.073556989
44.8084,3.008370937
44.9468,2.989023054
45.2329,2.949640556
44.6886,3.025277664
44.8585,3.001344494
44.2593,3.087102862
44.8853,2.997596398
45.2686,2.944783492
44.3999,3.066637969
44.8731,2.99930171
44.8769,2.998770384
45.2069,2.953185825
44.9285,2.991570124
44.9288,2.991528341
44.3119,3.079421716
44.3485,3.074094707
44.229,3.0915412
45.3056,2.939762783
44.2832,3.083609039
44.4989,3.052355461
44.4161,3.064293669
45.1651,2.95889955
45.2251,2.950703435
44.5334,3.047402721
45.0871,2.969607989
44.6746,3.027263128
44.4193,3.063830929
44.706,3.02281286
45.0788,2.970751053
45.2045,2.953513417
44.6114,3.036251568
44.8201,3.006727724
44.6976,3.024002372
44.7681,3.014041685
44.6075,3.036807605
44.5841,3.040147182
44.4858,3.054239374
44.3995,3.066695889
