# Infill density,Matrix resistivity (kohm.cm)
55.067,1.969223936
55.3508,1.948873768
54.2156,2.032316258
54.2706,2.028145328
54.2403,2.030441469
55.2841,1.953626817
55.2721,1.954483868
55.2069,1.959150832
55.2252,1.95783917
54.2998,2.025936396
54.3157,2.024735173
55.2385,1.956886749
55.306,1.952064218
55.128,1.96482184
54.1892,2.034323084
55.152,1.963094097
54.3262,2.023942525
54.226,2.031526543
55.2782,1.954048127
54.2434,2.030206363
54.2984,2.026042218
55.2396,1.95680801
55.2986,1.952592001
55.209,1.959000243
55.2774,1.954105265
55.3047,1.952156921
55.0189,1.972706013
55.3142,1.95147964
55.3054,1.952107003
55.0856,1.96788002
55.0355,1.971503208
54.2628,2.028736025
55.0901,1.967555095
55.3459,1.949222325
55.1403,1.963936074
54.2356,2.030798001
55.0473,1.970648901
54.3167,2.024659662
55.3276,1.950524944
55.1414,1.96385689
55.1421,1.963806503
54.3249,2.024040636
55.3068,1.952007174
54.3165,2.024674764
55.0533,1.97021473
55.1407,1.96390728
54.2535,2.029440669
55.2327,1.957302001
55.1038,1.966566397
55.0655,1.969332379
55.0428,1.970974627
54.2361,2.030760068
54.3174,2.024606807
54.2161,2.03227828
55.2601,1.955341509
54.3206,2.02436521
55.3452,1.949272127
55.3203,1.951044949
55.2419,1.95664339
55.0773,1.968479547
55.0187,1.972720511
55.2344,1.957180275
54.2206,2.031936527
55.2165,1.958462575
55.0588,1.969816872
55.327,1.950567676
55.2909,1.953141417
55.2457,1.956371456
54.3233,2.024161398
54.2987,2.026019541
55.2163,1.95847691
54.3233,2.024161398
55.1379,1.964108858
55.0589,1.969809639
54.2827,2.027229525
54.2557,2.029273944
55.3101,1.951771895
55.2905,1.953169965
55.1391,1.964022463
54.1967,2.033752647
55.2289,1.957574138
55.0828,1.968082238
55.0953,1.967179731
55.0726,1.968819165
55.2079,1.959079121
55.2596,1.955377256
54.2222,2.031815037
55.2173,1.958405238
55.2859,1.953498311
55.16,1.962518713
55.0899,1.967569534
54.2725,2.028001481
55.1923,1.960198283
55.3515,1.948823982
54.2955,2.026261447
55.1474,1.963425064
55.1419,1.963820899
55.234,1.957208916
55.1495,1.96327396
55.1121,1.965967784
55.3414,1.949542515
54.2137,2.032460585
55.33,1.950354031
55.0208,1.972568284
55.0981,1.966977658
55.2915,1.953098597
55.2243,1.957903646
54.2156,2.032316258
55.0836,1.968024458
54.2444,2.030130532
55.2184,1.958326403
55.2958,1.95279176
55.3048,1.952149789
55.2085,1.959036096
55.3115,1.951672093
54.2786,2.027539766
55.2749,1.954283837
55.221,1.958140085
55.1865,1.960614638
55.1755,1.961404657
55.1854,1.960693617
55.0376,1.971351127
55.1728,1.961598647
55.2744,1.954319554
54.191,2.034186157
55.1616,1.962403667
55.1882,1.960492588
55.2395,1.956815168
55.0646,1.969397449
55.1531,1.963014966
55.0847,1.967945015
55.23,1.957495355
54.3048,2.025558533
55.0642,1.96942637
55.0646,1.969397449
55.0968,1.967071474
55.3124,1.951607938
55.2175,1.958390904
55.2979,1.952641937
55.0477,1.970619951
55.1507,1.963187623
55.3503,1.948909331
55.2655,1.954955497
55.2244,1.957896482
55.2201,1.958204577
54.324,2.024108564
54.224,2.031678374
54.2059,2.033053254
55.2082,1.959057608
55.3167,1.951301469
55.1471,1.963446651
54.2332,2.030980098
55.2532,1.955834919
55.1588,1.962605003
54.2441,2.030153281
55.1166,1.965643354
55.1479,1.963389085
54.2458,2.030024375
55.2061,1.959208204
55.2005,1.959609881
54.1856,2.034596983
55.3172,1.951265838
54.2382,2.030600759
55.1416,1.963842493
54.23,2.031222934
54.2482,2.029842413
54.2085,2.032855667
55.071,1.9689348
55.2545,1.955741943
55.3479,1.949080045
54.2056,2.033076054
55.3474,1.949115614
55.2229,1.958003948
54.2267,2.031473406
55.2908,1.953148554
54.2868,2.026919359
55.2852,1.953548284
55.0472,1.970656138
55.2827,1.953726776
55.2321,1.957344966
55.1676,1.961972342
55.2721,1.954483868
54.2669,2.028425497
55.3077,1.951943003
55.2042,1.959344473
54.2687,2.028289191
54.2066,2.033000055
54.2699,2.028198328
55.1422,1.963799305
55.1276,1.964850656
55.1583,1.96264096
55.3212,1.950980827
55.2014,1.959545317
55.2486,1.956163968
54.1837,2.034741564
55.2095,1.958964392
54.2581,2.029092087
55.3334,1.950111944
55.028,1.972046501
55.2769,1.954140977
55.2593,1.955398706
54.278,2.027585173
54.2639,2.028652705
55.145,1.963597776
55.0278,1.972060992
55.3296,1.950382515
54.305,2.02554342
55.27,1.954633913
55.0553,1.97007004
55.3113,1.95168635
55.3267,1.950589042
55.2441,1.956485948
55.1306,1.964634553
55.0302,1.971887111
54.2804,2.027403553
55.3276,1.950524944
55.0888,1.967648954
55.0508,1.970395616
55.0627,1.969534831
55.2113,1.958835334
54.269,2.028266475
55.2728,1.954433857
54.2903,2.026654641
55.3037,1.952228235
55.312,1.951636451
55.2062,1.959201032
54.2588,2.029039051
55.263,1.955134191
55.318,1.951208831
54.3093,2.02521855
55.1899,1.960370551
55.2604,1.95532006
55.1718,1.961670502
55.2049,1.959294267
55.0471,1.970663376
55.2815,1.953812462
55.0785,1.96839285
55.0537,1.970185791
55.2328,1.957294841
55.2255,1.957817679
55.0836,1.968024458
54.1985,2.03361578
55.3283,1.950475092
55.0859,1.967858356
55.1366,1.964202459
54.3102,2.025150564
55.0908,1.967504559
55.0767,1.968522897
55.2592,1.955405855
55.0261,1.972184173
55.0608,1.969672228
55.3085,1.951885964
54.2732,2.027948489
55.2724,1.954462435
55.2821,1.953769618
55.0322,1.971742228
55.1846,1.96075106
55.0197,1.97264802
54.1847,2.034665467
55.1857,1.960672077
55.0903,1.967540656
55.2759,1.954212405
55.0177,1.972793007
55.2739,1.954355273
55.1501,1.96323079
55.1764,1.96134
55.2497,1.956085274
54.215,2.032361833
55.144,1.963669747
54.2323,2.031048391
55.1737,1.96153398
54.2081,2.032886063
55.2741,1.954340985
55.2273,1.957688739
55.1228,1.965196499
55.0252,1.972249391
54.2354,2.030813175
55.2249,1.957860661
55.2838,1.953648237
54.2034,2.033243269
55.0196,1.972655269
54.229,2.031298829
55.1862,1.960636177
55.1557,1.962827949
54.1842,2.034703515
55.2192,1.958269071
54.2791,2.027501928
54.2654,2.028539096
55.188,1.960506946
55.2033,1.959409026
54.2171,2.032202327
54.2403,2.030441469
55.1322,1.964519313
55.2814,1.953819602
55.25,1.956063813
55.2261,1.957774698
55.1816,1.960966494
54.3088,2.025256322
55.2786,1.954019559
54.2379,2.030623516
55.2576,1.955520258
54.2123,2.032566942
55.2622,1.955191379
54.2655,2.028531522
55.0696,1.96903599
55.3273,1.95054631
55.0444,1.970858804
55.0989,1.966919929
54.2697,2.028213472
54.2674,2.028387633
55.2282,1.957624275
54.3224,2.024229332
55.0563,1.969997701
55.2576,1.955520258
55.2484,1.956178276
54.2124,2.032559344
55.0364,1.971438028
55.2535,1.955813462
55.1831,1.960858772
55.281,1.953848166
55.2877,1.953369817
55.1286,1.964778618
54.1879,2.034421986
55.3055,1.952099872
55.1301,1.964670568
54.305,2.02554342
55.2094,1.958971562
55.3053,1.952114134
54.212,2.032589733
55.1689,1.961878908
55.2289,1.957574138
55.267,1.954848293
54.2117,2.032612526
55.2481,1.956199739
55.1952,1.959990158
54.2447,2.030107783
54.2288,2.031314009
55.0996,1.966869419
55.2163,1.95847691
55.3145,1.951458258
55.2483,1.956185431
55.2448,1.956435856
55.2267,1.957731718
55.2862,1.953476894
55.2279,1.957645763
55.0505,1.970417324
54.1984,2.033623383
54.2577,2.029122395
55.2342,1.957194595
55.0432,1.97094567
55.0672,1.969209477
55.1783,1.961203513
55.0784,1.968400075
54.1979,2.033661401
55.2709,1.954569606
55.3349,1.950005156
55.2079,1.959079121
55.0304,1.971872622
55.2048,1.959301439
55.2033,1.959409026
55.0611,1.969650532
54.2756,2.027766819
55.0984,1.96695601
54.2995,2.025959072
54.3067,2.025414974
54.2745,2.027850081
54.2045,2.033159659
55.2481,1.956199739
55.1318,1.964548122
55.0506,1.970410088
54.2903,2.026654641
55.2094,1.958971562
54.2324,2.031040803
54.3008,2.025860815
54.2656,2.028523949
55.2642,1.955048415
54.2889,2.026760522
54.2543,2.02938004
54.2919,2.026533646
55.3142,1.95147964
54.2845,2.027093345
55.2001,1.959638577
55.1266,1.964922699
55.304,1.95220684
54.3256,2.023987806
55.1378,1.964116057
54.2221,2.031822629
55.1761,1.961361552
55.2847,1.95358398
55.1378,1.964116057
54.2436,2.030191197
54.2394,2.030509734
54.2126,2.03254415
55.0845,1.967959459
55.3393,1.949691965
55.2524,1.955892139
54.2753,2.027789526
55.328,1.950496457
54.1976,2.033684212
55.3167,1.951301469
54.3019,2.02577768
55.347,1.949144069
55.1543,1.962928647
54.3244,2.024078373
55.3479,1.949080045
55.3399,1.949649263
55.3499,1.948937781
55.3306,1.950311306
54.3028,2.025709665
55.3262,1.950624654
54.1981,2.033646194
54.2786,2.027539766
55.1404,1.963928876
55.1869,1.960585919
54.2743,2.02786522
55.0484,1.970569292
55.2228,1.958011113
55.1444,1.963640958
55.0896,1.967591194
55.3017,1.952370875
54.2515,2.029592256
55.1358,1.964260063
55.1355,1.964281665
55.3385,1.949748903
55.1494,1.963281155
54.1945,2.03391995
55.1191,1.965463151
55.3139,1.951501022
55.0476,1.970627189
55.058,1.969874734
55.1298,1.964692177
54.2424,2.030282199
55.308,1.951921613
54.2674,2.028387633
55.2761,1.954198119
54.272,2.028039334
55.1263,1.964944313
55.2049,1.959294267
54.2678,2.028357342
54.1946,2.033912344
54.3048,2.025558533
55.2744,1.954319554
54.2289,2.031306419
54.2063,2.033022854
54.2642,2.028629982
55.1253,1.965016361
55.1391,1.964022463
54.2012,2.033410506
55.2552,1.955691882
55.1484,1.963353107
54.2299,2.031230523
55.319,1.951137575
55.1425,1.963777711
55.283,1.953705356
55.3477,1.949094272
54.1999,2.033509337
54.2755,2.027774388
55.1299,1.964684974
55.3364,1.949898378
55.21,1.958928541
55.1132,1.965888471
55.0547,1.970113445
55.2143,1.958620267
55.1382,1.964087258
55.1352,1.964303267
55.189,1.960435158
55.0858,1.967865577
55.0663,1.969274541
55.275,1.954276694
54.2525,2.02951646
55.0778,1.968443422
54.1945,2.03391995
55.2794,1.953962425
55.2598,1.955362957
55.2195,1.958247573
55.2577,1.955513108
55.2796,1.953948142
54.3041,2.025611427
55.024,1.972336354
54.2109,2.032673307
55.1568,1.962748835
55.3173,1.951258712
54.1869,2.034498069
54.2787,2.027532198
54.2088,2.032832871
55.2419,1.95664339
55.1661,1.962080159
55.1515,1.963130068
55.1296,1.964706583
55.0598,1.969744548
55.0607,1.969679459
55.2959,1.952784625
55.3134,1.95153666
54.1861,2.034558938
55.2448,1.956435856
55.2677,1.954798268
55.145,1.963597776
55.0338,1.971626334
55.3023,1.952328082
55.2929,1.952998688
55.3279,1.950503578
55.0755,1.968609602
55.2374,1.956965493
54.1913,2.034163337
55.3388,1.949727551
54.2477,2.029880319
54.2118,2.032604928
55.2888,1.9532913
55.1502,1.963223596
55.1195,1.965434321
55.2399,1.956786537
55.0247,1.972285625
55.1269,1.964901086
54.2581,2.029092087
55.2758,1.954219548
55.327,1.950567676
55.0371,1.971387335
54.2389,2.03054766
55.1519,1.963101291
55.2342,1.957194595
55.3302,1.950339789
55.1001,1.966833341
54.2481,2.029849994
55.2151,1.958562922
55.2658,1.954934056
54.2228,2.031769481
55.3108,1.951721993
55.1459,1.963533006
55.3072,1.951978653
55.1901,1.960356194
55.169,1.961871721
55.3536,1.948674636
54.1828,2.034810056
55.1019,1.966703469
55.0281,1.972039256
54.2613,2.028849651
55.1578,1.962676917
55.0897,1.967583974
55.2859,1.953498311
55.2414,1.956679175
55.0478,1.970612714
54.2233,2.031731519
55.2429,1.956571823
55.3535,1.948681748
54.318,2.024561504
55.3103,1.951757637
55.2764,1.954176691
55.2517,1.955942208
54.2234,2.031723926
55.041,1.971104941
54.2357,2.030790414
55.0646,1.969397449
55.3114,1.951679221
55.2209,1.958147251
55.3291,1.95041812
55.2856,1.953519728
55.154,1.962950226
55.0615,1.969621606
54.2546,2.029357304
55.2992,1.952549199
54.2223,2.031807444
55.2158,1.958512748
54.2973,2.026125369
55.3346,1.950026513
54.1823,2.034848108
55.2555,1.955670427
55.0207,1.972575532
55.2119,1.958792318
54.2592,2.029008745
55.1359,1.964252862
55.1794,1.961124502
55.2194,1.958254739
55.1033,1.966602467
54.2407,2.03041113
55.2949,1.952855976
54.297,2.026148048
55.1714,1.961699246
55.3103,1.951757637
55.2836,1.953662516
55.0493,1.970504161
55.2997,1.952513532
55.2602,1.955334359
55.0866,1.967807807
54.2088,2.032832871
55.1282,1.964807433
55.0855,1.967887241
55.0508,1.970395616
54.1876,2.03444481
55.1964,1.959904047
55.2379,1.9569297
54.1929,2.034041637
54.2415,2.030350455
55.3053,1.952114134
54.2665,2.028455789
55.3374,1.949827197
54.3166,2.024667213
55.0521,1.970301552
55.1579,1.962669725
55.2601,1.955341509
55.0247,1.972285625
55.0433,1.970938431
54.3134,2.024908866
55.1423,1.963792107
55.1133,1.965881261
54.3091,2.025233659
55.2092,1.958985903
55.3241,1.950774234
54.1867,2.034513286
55.221,1.958140085
55.073,1.968790257
55.0675,1.96918779
55.2425,1.956600449
55.1752,1.96142621
54.2249,2.031610047
54.1823,2.034848108
55.0841,1.967988347
55.1874,1.960550022
55.08,1.968284488
54.3197,2.024433155
54.2995,2.025959072
54.2062,2.033030454
55.3085,1.951885964
54.2003,2.033478927
55.175,1.961440578
55.0932,1.967331307
55.2254,1.957824842
55.2431,1.95655751
55.0655,1.969332379
55.0996,1.966869419
55.2505,1.956028046
54.1919,2.034117698
55.1637,1.962252686
55.2891,1.953269887
55.052,1.970308788
54.2764,2.027706267
54.2214,2.03187578
55.2627,1.955155636
55.2958,1.95279176
54.2079,2.032901262
55.1376,1.964130457
55.1142,1.965816373
54.2926,2.026480714
54.2087,2.03284047
55.0936,1.967302434
55.2176,1.958383737
54.2945,2.026337052
55.2774,1.954105265
55.1778,1.96123943
55.279,1.953990992
55.3478,1.949087159
54.2936,2.0264051
55.2767,1.954155262
54.1916,2.034140517
54.2095,2.032779681
54.2987,2.026019541
55.2481,1.956199739
54.1946,2.033912344
55.2024,1.959473583
55.0805,1.96824837
55.06,1.969730083
55.0885,1.967670614
55.2262,1.957767534
55.3038,1.952221103
55.0965,1.967093125
54.3008,2.025860815
55.2375,1.956958335
54.1918,2.034125304
54.2632,2.028705726
55.3122,1.951622195
54.3226,2.024214235
55.1125,1.965938942
55.0966,1.967085908
54.2032,2.033258472
55.1456,1.963554596
55.213,1.958713458
55.0285,1.972010274
55.3417,1.949521166
55.2166,1.958455408
55.1103,1.966097579
55.3193,1.951116199
54.2201,2.031974495
54.2254,2.03157209
55.0713,1.968913118
55.051,1.970381144
54.2621,2.028789049
55.0362,1.971452512
55.1402,1.963943273
55.1523,1.963072516
55.3418,1.94951405
55.2437,1.956514572
55.35,1.948930669
55.2723,1.954469579
55.3368,1.949869905
55.1783,1.961203513
55.0272,1.972104466
54.2587,2.029046627
55.0953,1.967179731
54.3159,2.024720071
54.2274,2.031420271
54.2969,2.026155608
55.145,1.963597776
55.3125,1.95160081
55.0925,1.967381836
54.2765,2.027698699
55.0901,1.967555095
55.1052,1.966465406
55.0783,1.968407299
55.3517,1.948809758
55.2983,1.952613402
55.0879,1.967713937
54.2737,2.027910639
55.0186,1.972727761
55.168,1.961943592
54.2632,2.028705726
54.248,2.029857575
55.1599,1.962525903
55.0254,1.972234898
54.2603,2.028925408
55.2052,1.95927275
55.105,1.966479833
55.1611,1.962439618
55.3338,1.950083467
55.2418,1.956650547
55.0452,1.970800896
55.0231,1.97240158
55.1701,1.961792667
55.1686,1.961900469
55.0261,1.972184173
54.2931,2.026442907
55.1853,1.960700797
55.201,1.959574011
55.027,1.972118958
54.3051,2.025535864
55.0351,1.971532177
55.2035,1.959394681
55.2193,1.958261905
54.279,2.027509495
55.2976,1.95266334
55.2036,1.959387508
55.2243,1.957903646
55.2696,1.954662495
55.1676,1.961972342
55.1304,1.964648959
54.2764,2.027706267
55.1685,1.961907656
55.3403,1.949620796
54.2748,2.027827373
55.0186,1.972727761
55.2935,1.952955873
55.11,1.966119213
55.2749,1.954283837
55.284,1.953633957
55.1802,1.961067042
55.2878,1.953362679
55.3278,1.9505107
55.1297,1.96469938
55.3168,1.951294343
54.2408,2.030403546
55.2273,1.957688739
55.1898,1.960377729
55.3314,1.950254342
54.3061,2.025460306
54.2215,2.031868187
54.2372,2.030676618
54.3038,2.025634097
54.289,2.026752959
55.0402,1.971162863
55.2021,1.959495103
54.1965,2.033767856
55.3416,1.949528282
54.196,2.033805878
55.0495,1.970489687
55.1471,1.963446651
55.0663,1.969274541
55.0495,1.970489687
55.0326,1.971713253
55.1763,1.961347184
55.0975,1.967020957
54.279,2.027509495
55.0555,1.970055572
54.3153,2.024765379
55.0668,1.969238394
55.1252,1.965023566
54.2319,2.031078745
55.1247,1.965059592
54.2627,2.028743599
55.3047,1.952156921
55.2096,1.958957221
54.2636,2.028675428
55.2637,1.955084155
55.0479,1.970605477
54.273,2.02796363
55.1218,1.965268562
55.2788,1.954005275
54.2488,2.029796926
54.2814,2.027327886
55.071,1.9689348
55.1287,1.964771414
55.2992,1.952549199
55.0877,1.967728378
54.1965,2.033767856
55.2574,1.955534559
54.2669,2.028425497
55.1953,1.959982982
55.2988,1.952577733
55.1431,1.963734524
55.0384,1.971293197
55.075,1.968645731
55.0331,1.971677036
55.1641,1.96222393
54.2549,2.029334569
54.2427,2.030259448
55.1885,1.960471051
55.0871,1.967771702
55.1308,1.964620148
55.1177,1.965564062
55.2332,1.957266198
55.0353,1.971517692
55.0848,1.967937793
55.3296,1.950382515
54.3019,2.02577768
55.132,1.964533718
55.174,1.961512425
55.1036,1.966580825
55.2475,1.956242666
54.3217,2.024282172
54.2408,2.030403546
54.2252,2.031587273
54.2103,2.032718895
55.1465,1.963489828
54.277,2.027660856
55.0759,1.9685807
55.1752,1.96142621
54.2738,2.027903069
55.2887,1.953298438
54.2925,2.026488275
55.1793,1.961131685
55.2722,1.954476724
55.18,1.961081407
55.2004,1.959617055
55.2307,1.957445224
55.2527,1.955870681
54.2399,2.030471808
55.349,1.949001798
55.3451,1.949279242
54.314,2.024863553
55.1378,1.964116057
55.1581,1.962655343
55.2189,1.95829057
55.3453,1.949265012
54.2166,2.032240303
55.2794,1.953962425
54.2536,2.02943309
54.2969,2.026155608
54.3008,2.025860815
55.0893,1.967612853
54.2081,2.032886063
55.2826,1.953733917
54.2461,2.030001628
55.0205,1.972590029
55.0232,1.972394332
55.146,1.96352581
54.2568,2.02919059
54.293,2.026450468
54.2915,2.026563894
55.2624,1.955177082
55.1973,1.959839468
54.2463,2.029986464
54.2794,2.027479225
55.2919,1.95307005
55.0391,1.97124251
55.2349,1.957144476
55.1842,1.960779782
55.3315,1.950247222
54.3073,2.025369642
55.0841,1.967988347
55.1344,1.964360876
55.0306,1.971858133
55.2565,1.955598916
54.3023,2.025747451
55.2567,1.955584614
54.3036,2.02564921
55.1368,1.964188058
55.239,1.956850958
55.0846,1.967952237
55.2345,1.957173115
54.2961,2.026216086
54.281,2.027358152
55.0462,1.970728515
55.2529,1.955856376
55.161,1.962446808
55.1245,1.965074002
54.2485,2.029819669
55.0814,1.968183359
55.2309,1.957430901
54.2338,2.030934572
55.2926,1.953020096
55.149,1.963309935
55.2737,1.954369561
55.27,1.954633913
55.0422,1.971018064
55.1636,1.962259876
55.1554,1.962849527
55.3355,1.949962444
55.1588,1.962605003
55.2789,1.953998134
54.311,2.025090136
54.2773,2.02763815
55.2823,1.953755337
55.2695,1.95466964
55.2741,1.954340985
54.2187,2.032080812
55.3276,1.950524944
55.1343,1.964368077
55.2984,1.952606268
55.1324,1.964504909
55.1268,1.96490829
54.2938,2.026389978
55.0823,1.968118352
55.1701,1.961792667
55.106,1.966407701
54.2391,2.030532489
55.1975,1.959825118
54.3203,2.024387858
55.3295,1.950389636
55.2928,1.953005824
54.2971,2.026140488
54.2082,2.032878464
55.1419,1.963820899
