# Infill density,Matrix resistivity (kohm.cm)
24.6331,11.59457551
24.6862,11.5329432
24.6709,11.55064887
24.696,11.52162466
24.6457,11.57990423
24.6421,11.58409305
24.6297,11.59853942
24.6881,11.53074743
24.6632,11.5595757
24.641,11.58537344
24.6509,11.5738579
24.655,11.5690941
24.6539,11.57037189
24.6856,11.53363674
24.666,11.55632833
24.691,11.52739725
24.6233,11.60600666
24.6984,11.51885543
24.6855,11.53375233
24.5944,11.63982002
24.6215,11.60810818
24.6737,11.54740543
24.594,11.6402891
24.6924,11.52578047
24.689,11.52970755
24.6138,11.61710476
24.6314,11.5965572
24.6124,11.61874168
24.6142,11.61663714
24.6887,11.53005416
24.6835,11.53606463
24.6262,11.60262213
24.6714,11.55006958
24.6715,11.54995373
24.6327,11.59504174
24.6592,11.56421729
24.6333,11.5943424
24.5971,11.63665444
24.6996,11.5174712
24.6287,11.59970568
24.6721,11.54925865
24.6044,11.62810243
24.6643,11.55829978
24.685,11.53433034
24.6027,11.63009312
24.6332,11.59445895
24.6193,11.61067752
24.6599,11.5634048
24.6556,11.56839721
24.656,11.56793266
24.614,11.61687095
24.6801,11.53999722
24.6411,11.58525703
24.638,11.58886655
24.6029,11.62985889
24.6781,11.54231148
24.6201,11.60974311
24.6209,11.60880882
24.6247,11.60437256
24.609,11.62271856
24.6635,11.5592277
24.6582,11.56537814
24.65,11.57490403
24.695,11.52277881
24.6893,11.52936096
24.6487,11.57641536
24.6764,11.54427918
24.5947,11.63946822
24.6804,11.53965014
24.6431,11.58292925
24.6588,11.5646816
24.6021,11.63079584
24.6272,11.60145541
24.6369,11.59014777
24.626,11.6028555
24.6029,11.62985889
24.6583,11.56526204
24.6919,11.52635785
24.65,11.57490403
24.6669,11.55528484
24.6227,11.6067071
24.649,11.57606656
24.6713,11.55018544
24.6102,11.62131471
24.6439,11.58199834
24.6105,11.62096379
24.6832,11.53641154
24.6835,11.53606463
24.6779,11.54254295
24.6632,11.5595757
24.6223,11.6071741
24.6197,11.6102103
24.6061,11.62611228
24.6584,11.56514595
24.5957,11.63829568
24.5962,11.63770948
24.6401,11.5864212
24.632,11.59585772
24.6419,11.58432583
24.6626,11.56027175
24.6519,11.57269571
24.6428,11.58327837
24.6223,11.6071741
24.6497,11.57525277
24.6238,11.60542301
24.6567,11.56711976
24.6662,11.55609643
24.5966,11.63724056
24.6527,11.5717661
24.6204,11.60939274
24.6189,11.61114477
24.5991,11.63431045
24.6649,11.55760391
24.6733,11.54786869
24.5951,11.63899918
24.5933,11.64111008
24.6953,11.52243255
24.6901,11.52843679
24.6,11.63325589
24.6378,11.58909948
24.6452,11.58048587
24.6446,11.5811839
24.5931,11.64134466
24.6214,11.60822495
24.673,11.54821616
24.6441,11.58176564
24.665,11.55748794
24.6587,11.56479769
24.6836,11.535949
24.6995,11.51758655
24.7002,11.51677919
24.6952,11.52254797
24.627,11.60168874
24.6362,11.5909632
24.6481,11.577113
24.6978,11.51954764
24.6395,11.58711979
24.6939,11.52404859
24.6103,11.62119773
24.6767,11.5439319
24.6963,11.52127845
24.6374,11.58956537
24.6763,11.54439495
24.6094,11.62225058
24.6668,11.55540077
24.6347,11.59271087
24.5966,11.63724056
24.6999,11.51712519
24.695,11.52277881
24.6567,11.56711976
24.6784,11.5419643
24.6825,11.53722106
24.6724,11.54891114
24.6438,11.5821147
24.6914,11.52693527
24.678,11.54242722
24.6784,11.5419643
24.6136,11.61733859
24.6689,11.55296649
24.6694,11.55238702
24.6832,11.53641154
24.6574,11.56630695
24.6971,11.5203553
24.6606,11.5625924
24.6802,11.53988152
24.6237,11.60553974
24.6618,11.56119992
24.6464,11.57909001
24.6313,11.59667378
24.6975,11.51989377
24.67,11.55169171
24.6578,11.56584253
24.6905,11.52797475
24.6252,11.60378904
24.649,11.57606656
24.6248,11.60425585
24.6461,11.57943895
24.5933,11.64111008
24.6413,11.58502422
24.6237,11.60553974
24.6867,11.5323653
24.6732,11.54798451
24.6995,11.51758655
24.6667,11.55551671
24.6266,11.60215542
24.61,11.62154867
24.6219,11.60764113
24.6052,11.62716583
24.6735,11.54763706
24.6718,11.54960618
24.6809,11.53907172
24.6208,11.6089256
24.6784,11.5419643
24.6122,11.61897556
24.6412,11.58514063
24.5947,11.63946822
24.6004,11.63278725
24.6662,11.55609643
24.6487,11.57641536
24.697,11.52047069
24.6454,11.58025321
24.6272,11.60145541
24.6631,11.55969171
24.679,11.54126997
24.688,11.53086298
24.6555,11.56851335
24.6075,11.62447374
24.6216,11.60799142
24.6342,11.59329352
24.6107,11.62072985
24.6297,11.59853942
24.596,11.63794396
24.6152,11.61546821
24.6508,11.57397413
24.6577,11.56595863
24.6163,11.6141826
24.7007,11.51620256
24.6617,11.56131595
24.7018,11.51493414
24.6546,11.56955872
24.6785,11.54184857
24.6732,11.54798451
24.6821,11.53768368
24.6933,11.52474129
24.6592,11.56421729
24.6663,11.55598048
24.6746,11.5463632
24.6962,11.52139385
24.6838,11.53571774
24.6056,11.62669757
24.6992,11.51793258
24.6477,11.57757813
24.6133,11.61768934
24.6126,11.61850781
24.6787,11.54161713
24.6843,11.53513963
24.6736,11.54752125
24.6839,11.53560212
24.6972,11.52023991
24.6634,11.5593437
24.6624,11.56050378
24.6935,11.52451039
24.6754,11.5454369
24.6256,11.60332225
24.6653,11.55714004
24.6876,11.5313252
24.5985,11.63501357
24.6391,11.58758555
24.6306,11.59748994
24.6567,11.56711976
24.6196,11.6103271
24.6889,11.52982309
24.6109,11.62049592
24.6944,11.52347139
24.655,11.5690941
24.5996,11.63372456
24.6311,11.59690696
24.6375,11.58944889
24.6707,11.5508806
24.6212,11.6084585
24.6665,11.55574859
24.6722,11.54914281
24.6945,11.52335596
24.6913,11.52705076
24.6484,11.57676417
24.6062,11.62599523
24.6268,11.60192208
24.5936,11.64075822
24.6899,11.52866782
24.6101,11.62143169
24.6805,11.53953445
24.6568,11.56700364
24.6753,11.54555268
24.6971,11.5203553
24.6137,11.61722168
24.6893,11.52936096
24.6749,11.54601582
24.6919,11.52635785
24.659,11.56444944
24.6987,11.51850935
24.6858,11.53340555
24.6154,11.61523445
24.595,11.63911644
24.6073,11.62470779
24.6343,11.59317699
24.6826,11.53710541
24.6313,11.59667378
24.5994,11.63395891
24.6039,11.62868787
24.6608,11.5623603
24.6837,11.53583337
24.6827,11.53698976
24.606,11.62622934
24.6725,11.5487953
24.6604,11.5628245
24.6648,11.55771989
24.6984,11.51885543
24.6167,11.61371516
24.6642,11.55841576
24.682,11.53779934
24.6696,11.55215524
24.6137,11.61722168
24.6719,11.54949034
24.6859,11.53328996
24.6864,11.53271203
24.6328,11.59492518
24.5978,11.63583396
24.6604,11.5628245
24.6321,11.59574114
24.6988,11.51839399
24.6722,11.54914281
24.6555,11.56851335
24.6932,11.52485675
24.6624,11.56050378
24.6181,11.61207935
24.6858,11.53340555
24.6926,11.52554953
24.644,11.58188199
24.6509,11.5738579
24.6372,11.58979832
24.6913,11.52705076
24.655,11.5690941
24.6669,11.55528484
24.6834,11.53618027
24.6226,11.60682385
24.6108,11.62061289
24.6859,11.53328996
24.6048,11.62763412
24.6326,11.5951583
24.6939,11.52404859
24.6294,11.59888928
24.6583,11.56526204
24.6735,11.54763706
24.6642,11.55841576
24.6951,11.52266339
24.6308,11.59725674
24.6124,11.61874168
24.6902,11.52832128
24.6864,11.53271203
24.6096,11.6220166
24.6902,11.52832128
24.6585,11.56502986
24.6705,11.55111234
24.6416,11.58467502
24.6207,11.60904239
24.6718,11.54960618
24.6811,11.53884036
24.6665,11.55574859
24.6911,11.52728175
24.6058,11.62646345
24.604,11.62857078
24.677,11.54358464
24.5936,11.64075822
24.6278,11.60075547
24.6148,11.61593576
24.6604,11.5628245
24.6299,11.59830619
24.6667,11.55551671
24.6306,11.59748994
24.6386,11.5881678
24.6261,11.60273882
24.6015,11.63149863
24.612,11.61920944
24.6696,11.55215524
24.6723,11.54902697
24.6282,11.60028888
24.6572,11.56653917
24.6065,11.62564409
24.5937,11.64064094
24.6657,11.55667619
24.6654,11.55702408
24.5986,11.63489638
24.6284,11.60005559
24.6148,11.61593576
24.6738,11.54728962
24.6673,11.55482111
24.6148,11.61593576
24.6317,11.59620745
24.6457,11.57990423
24.6952,11.52254797
24.6697,11.55203936
24.654,11.57025572
24.6779,11.54254295
24.5962,11.63770948
24.6664,11.55586454
24.6156,11.61500069
24.6585,11.56502986
24.6419,11.58432583
24.6224,11.60705735
24.6214,11.60822495
24.6614,11.56166405
24.6099,11.62166565
24.6445,11.58130024
24.6092,11.62248456
24.64,11.58653763
24.6297,11.59853942
24.5986,11.63489638
24.6299,11.59830619
24.6599,11.5634048
24.6654,11.55702408
24.6171,11.61324775
24.6786,11.54173285
24.6907,11.52774375
24.6649,11.55760391
24.6128,11.61827395
24.5969,11.63688888
24.7016,11.51516474
24.6733,11.54786869
24.653,11.57141752
24.6582,11.56537814
24.6444,11.58141659
24.6165,11.61394888
24.6833,11.53629591
24.6937,11.52427949
24.6688,11.55308239
24.6859,11.53328996
24.6592,11.56421729
24.6313,11.59667378
24.6466,11.5788574
24.6773,11.54323739
24.6597,11.56363693
24.6477,11.57757813
24.6838,11.53571774
24.6353,11.59201176
24.6973,11.52012453
24.6244,11.60472269
24.5931,11.64134466
24.6746,11.5463632
24.6022,11.63067871
24.5945,11.63970275
24.6664,11.55586454
24.7017,11.51504944
24.656,11.56793266
24.6676,11.55447333
24.6797,11.54046001
24.6712,11.55030129
24.6779,11.54254295
24.6449,11.58083487
24.6161,11.61441633
24.5929,11.64157925
24.6906,11.52785925
24.684,11.53548649
24.6917,11.52658881
24.6674,11.55470518
24.6354,11.59189524
24.6838,11.53571774
24.6428,11.58327837
24.6178,11.61242985
24.6872,11.53178745
24.6923,11.52589594
24.6736,11.54752125
24.701,11.5158566
24.6846,11.53479278
24.6294,11.59888928
24.6237,11.60553974
24.6362,11.5909632
24.6948,11.52300967
24.6933,11.52474129
24.6328,11.59492518
24.6338,11.59375967
24.6557,11.56828107
24.6857,11.53352114
24.7005,11.51643321
24.6938,11.52416404
24.6974,11.52000915
24.5993,11.63407609
24.6384,11.58840071
24.6345,11.59294393
24.6687,11.55319829
24.6758,11.54497379
24.6315,11.59644061
24.641,11.58537344
24.5987,11.63477919
24.6454,11.58025321
24.6286,11.59982231
24.6755,11.54532112
24.6546,11.56955872
24.5986,11.63489638
24.6264,11.60238877
24.6145,11.61628644
24.6904,11.52809026
24.6531,11.57130133
24.6133,11.61768934
24.5937,11.64064094
24.6891,11.52959202
24.6328,11.59492518
24.6926,11.52554953
24.614,11.61687095
24.6183,11.6118457
24.5965,11.63735779
24.7018,11.51493414
24.6738,11.54728962
24.6604,11.5628245
24.6613,11.56178009
24.6338,11.59375967
24.6709,11.55064887
24.6258,11.60308887
24.6395,11.58711979
24.6476,11.57769442
24.6727,11.54856364
24.6728,11.54844781
24.6608,11.5623603
24.6601,11.56317267
24.6234,11.60588993
24.6819,11.537915
24.6947,11.5231251
24.6944,11.52347139
24.6604,11.5628245
