# Infill density,Matrix resistivity (kohm.cm)
39.9852,3.828388205
40.2792,3.768839756
40.2031,3.784113442
39.9506,3.835493235
39.998,3.825764983
39.9671,3.832102421
40.0572,3.813669169
40.2352,3.777658981
40.2235,3.780009541
40.166,3.791594841
40.1852,3.787720173
40.247,3.775290652
40.2813,3.768419646
40.1965,3.785442671
40.2185,3.781014753
40.1875,3.787256437
39.9839,3.828654783
39.9557,3.834444663
40.0593,3.813241196
40.0746,3.810125381
39.9717,3.831157941
39.9068,3.844517163
40.2026,3.784214116
40.0992,3.805124004
39.9726,3.830973194
40.0796,3.809108007
40.249,3.774889471
40.0652,3.8120392
40.1975,3.785241226
40.1837,3.788022658
39.9839,3.828654783
40.1939,3.785966508
40.01,3.823308271
40.1239,3.800112646
39.9866,3.828101152
40.0355,3.818095967
40.2705,3.770580994
39.9623,3.833088355
40.1302,3.798836102
40.2793,3.768819749
39.9956,3.826256622
39.9815,3.829147005
40.0044,3.824454429
39.9909,3.827219703
40.2959,3.765500909
39.9478,3.836069113
40.2295,3.778803839
39.9685,3.831814932
40.2197,3.780773464
40.1742,3.789939275
40.2876,3.767159756
40.2512,3.774448249
40.0333,3.818545217
40.1359,3.797681713
40.3148,3.761727807
39.9629,3.832965091
39.9302,3.839692024
40.0136,3.82257174
39.9618,3.833191079
39.983,3.828839355
39.9649,3.832554258
40.2691,3.770861312
39.9758,3.83031643
40.1709,3.790605403
40.0859,3.807826722
40.0426,3.816646681
40.1374,3.797378018
40.265,3.771682429
40.0763,3.809779426
40.2299,3.778723481
40.181,3.788567226
40.026,3.820036503
40.2641,3.771862711
40.1738,3.790020008
40.2406,3.77657488
40.0679,3.811489332
39.9337,3.838971131
40.2397,3.77675553
40.2597,3.772744288
39.9951,3.826359059
40.1071,3.803520054
40.1893,3.786893575
40.0206,3.821140234
40.2082,3.783086812
39.8943,3.847098593
39.9302,3.839692024
39.9499,3.835637192
40.2586,3.772964733
40.2416,3.776374175
40.0542,3.814280689
40.1966,3.785422526
39.9996,3.825437278
40.2116,3.782402635
39.8969,3.846561432
40.2842,3.767839614
40.1715,3.790484275
40.0737,3.810308554
40.156,3.79361536
40.2937,3.765940492
40.0498,3.815177863
39.9231,3.841155058
40.2018,3.784375202
40.2904,3.766600017
40.0035,3.824638683
40.0551,3.814097217
40.0385,3.817483487
40.1505,3.794727365
39.9338,3.838950537
39.9311,3.839506631
40.0139,3.822510373
39.9988,3.825601125
40.2716,3.770360768
39.9574,3.834095239
40.0316,3.818892421
39.9972,3.825928852
39.9155,3.842722091
39.9433,3.836994915
40.2588,3.77292465
40.208,3.783127064
40.1143,3.80205915
40.1378,3.797297039
40.2186,3.780994645
40.0172,3.821835432
39.8925,3.847470543
40.2558,3.773525956
40.1679,3.791211133
40.0629,3.812507704
39.9651,3.832513179
39.9618,3.833191079
39.964,3.832739124
40.265,3.771682429
40.0089,3.823533367
39.9943,3.826522968
39.9433,3.836994915
40.1806,3.788647913
39.9321,3.839300656
40.2868,3.767319705
40.1557,3.793676001
40.0056,3.824208778
40.3084,3.763004807
40.1559,3.793635573
40.1068,3.803580944
40.1293,3.799018424
40.2327,3.778161045
39.9631,3.832924005
39.9376,3.838168101
40.0843,3.808152063
40.0701,3.811041383
39.9091,3.844042476
40.1174,3.801430421
40.308,3.763084642
40.0232,3.820608745
40.0816,3.808701176
40.2639,3.771902776
40.2834,3.767999609
40.1306,3.798755074
40.018,3.821671838
40.1071,3.803520054
39.9443,3.836789151
40.3005,3.764582042
40.3121,3.762266458
40.1576,3.793291963
39.9417,3.837324174
39.994,3.826584437
40.2903,3.766620005
40.1903,3.786692008
40.197,3.785341947
40.3009,3.764502157
40.314,3.761887395
39.8971,3.846520116
40.1958,3.785583693
39.9184,3.842124026
39.906,3.844682293
40.0146,3.822367188
40.2905,3.766580029
40.2028,3.784173846
39.9923,3.826932788
39.9054,3.844806148
40.1221,3.800477497
40.2021,3.784314794
40.0731,3.810430677
40.2555,3.773586094
40.3083,3.763024765
40.0723,3.810593517
40.1695,3.790888058
39.9975,3.825867399
40.2116,3.782402635
39.913,3.843237782
40.3071,3.763264281
40.2502,3.774648794
40.2559,3.77350591
39.9771,3.83004967
40.146,3.795637567
40.1149,3.801937448
40.0811,3.808802878
39.9137,3.843093378
39.9519,3.83522591
40.1497,3.794889153
40.1836,3.788042825
39.9431,3.83703607
40.2652,3.771642368
40.2656,3.771562248
40.0323,3.818749448
40.2176,3.781195736
40.2034,3.78405304
39.9294,3.839856829
40.2717,3.770340749
40.1698,3.790827486
39.9337,3.838971131
40.2467,3.775350835
40.1732,3.790141112
40.149,3.795030727
40.0631,3.812466961
40.0996,3.805042766
40.011,3.823103657
40.2906,3.76656004
39.9104,3.843774215
40.309,3.762885059
40.1738,3.790020008
39.893,3.847367218
40.1325,3.79837023
40.2921,3.766260239
40.0793,3.809169037
39.9151,3.842804595
40.2201,3.78069304
40.1882,3.787115317
39.9788,3.829700873
39.9223,3.841319961
40.0046,3.824413485
40.2197,3.780773464
40.2443,3.775832352
40.1257,3.799747851
39.981,3.829249564
40.0064,3.824045025
40.1457,3.795698259
40.3105,3.762585716
39.9335,3.839012319
40.2829,3.768099611
40.025,3.82024086
40.3079,3.763104601
40.2753,3.769620155
40.2733,3.770020458
39.9043,3.845033232
40.1765,3.789475112
39.9631,3.832924005
40.0831,3.808396098
39.8925,3.847470543
40.008,3.823717552
40.2064,3.783449102
39.899,3.846127657
40.161,3.792604889
39.8943,3.847098593
39.8924,3.847491208
40.134,3.798066448
40.0635,3.812385477
40.0623,3.812629937
40.0975,3.805469296
40.212,3.782322156
40.1909,3.786571076
39.966,3.832328329
40.0112,3.823062736
40.1354,3.797782953
40.1256,3.799768116
39.9754,3.830398516
40.009,3.823512903
39.9364,3.838415159
40.1807,3.788627741
40.1431,3.796224323
40.0089,3.823533367
40.2238,3.779949241
40.2696,3.770761195
40.0067,3.82398362
40.1176,3.801389863
40.1575,3.793312174
40.028,3.81962784
39.9264,3.840474947
40.1306,3.798755074
39.9869,3.828039645
40.0536,3.814403011
40.1213,3.80063967
40.1313,3.798613282
39.8927,3.847429212
40.1375,3.797357773
40.2498,3.774729017
39.9626,3.833026722
40.0552,3.814076832
40.2608,3.772523863
40.1835,3.788062992
40.0653,3.812018832
39.9772,3.830029151
40.065,3.812079935
40.196,3.7855434
39.9283,3.840083454
40.109,3.803134452
39.9278,3.840186473
40.1569,3.793433444
39.9546,3.834670788
40.0322,3.818769872
39.9385,3.837982824
40.1534,3.794140971
40.2465,3.775390958
39.9313,3.839465435
40.0971,3.805550549
40.3003,3.764621985
