# Infill density,Matrix resistivity (kohm.cm)
31.8038,6.336730223
31.5272,6.463689962
31.6753,6.39522092
31.67,6.397651537
31.6408,6.411068881
31.924,6.282773293
32.1592,6.179255928
31.5051,6.474005682
32.1217,6.195580617
32.0814,6.213199735
31.9606,6.266486815
31.4483,6.500637249
32.4454,6.056857223
32.1872,6.167110767
31.8544,6.313928012
31.9326,6.278940454
32.3207,6.109715831
32.1654,6.176563411
32.2736,6.129869295
31.3206,6.561142473
32.0548,6.224872315
32.2745,6.12948322
31.6384,6.412173638
32.0014,6.248409303
32.0053,6.246685589
32.0368,6.232790574
32.3406,6.101232095
31.921,6.284111193
32.0018,6.248232478
32.0202,6.240106979
31.5792,6.439519112
31.7761,6.349267601
32.489,6.038544837
31.6876,6.389585629
32.0785,6.214470642
31.6874,6.389677197
32.0494,6.227246136
31.7094,6.37961699
32.1371,6.188868436
31.5047,6.47419263
31.6777,6.394120739
31.4566,6.496734958
31.6911,6.387983514
31.445,6.502189784
31.3949,6.525831693
32.111,6.200250998
31.5447,6.455539681
31.4559,6.497063925
31.4488,6.500402068
32.3771,6.085719411
31.8535,6.31433246
31.358,6.543330922
31.8163,6.331085269
32.4047,6.074030298
31.5584,6.449170416
32.3749,6.086652669
32.2241,6.151162264
31.9616,6.266042758
31.6534,6.405273798
31.3057,6.568259707
32.1638,6.177258078
32.1395,6.187823409
31.5062,6.47349162
31.6214,6.420007558
31.7746,6.349947631
31.5253,6.464575821
31.585,6.436831921
31.9246,6.282505766
32.3368,6.102850677
31.5039,6.474566551
31.9768,6.259299174
31.6821,6.392104511
31.505,6.474052418
32.1481,6.184081001
31.4162,6.515763896
32.4666,6.047942174
32.2598,6.135793883
32.0581,6.223422345
31.7624,6.355482782
31.7595,6.356799628
31.5715,6.443089308
31.3411,6.551370055
31.6176,6.421760722
31.6951,6.386153296
31.3912,6.527583046
31.3545,6.54499456
31.2957,6.573043165
31.7639,6.354801823
31.5611,6.447916321
32.3833,6.083090525
32.0856,6.211359834
31.9404,6.275467329
32.4604,6.050547275
31.422,6.51302665
32.0043,6.247127496
31.84,6.320404064
32.0349,6.233627312
32.4361,6.060774575
