Basal lumen diameter (mm),Infill density,Taper ratio,Cochlear width (mm),Cochlear height (mm),Matrix resistivity (kohm.cm)
2.38E+00,3.38E+01,9.58E-01,8.95E+00,4.59E+00,5.5291946
2.33E+00,2.70E+01,9.55E-01,1.06E+01,4.05E+00,9.30692955
2.45E+00,2.72E+01,9.38E-01,1.05E+01,4.02E+00,9.148938556
2.47E+00,3.40E+01,9.54E-01,9.68E+00,4.94E+00,5.469214066
2.37E+00,3.26E+01,9.54E-01,9.67E+00,4.62E+00,5.980592516
2.43E+00,4.77E+01,9.59E-01,7.97E+00,4.89E+00,2.640038373
2.47E+00,2.53E+01,9.40E-01,1.00E+01,4.15E+00,10.90358441
2.31E+00,2.62E+01,9.51E-01,1.09E+01,3.87E+00,9.926763793
2.40E+00,3.27E+01,9.41E-01,9.16E+00,4.30E+00,5.95499701
2.44E+00,2.58E+01,9.31E-01,1.08E+01,4.08E+00,10.33087285
2.42E+00,2.88E+01,9.44E-01,9.68E+00,4.08E+00,7.989768696
2.37E+00,2.87E+01,9.25E-01,1.03E+01,4.01E+00,8.037093162
2.36E+00,2.89E+01,9.44E-01,1.01E+01,3.94E+00,7.872350899
2.45E+00,2.53E+01,9.49E-01,1.09E+01,4.14E+00,10.89541307
2.42E+00,2.82E+01,9.38E-01,1.02E+01,4.19E+00,8.376217063
2.48E+00,3.35E+01,9.39E-01,8.77E+00,4.56E+00,5.638563928
2.38E+00,2.61E+01,9.49E-01,1.01E+01,3.73E+00,10.09099809
2.49E+00,3.81E+01,9.42E-01,8.44E+00,4.67E+00,4.251827615
2.40E+00,2.76E+01,9.09E-01,1.05E+01,3.95E+00,8.797889444
2.48E+00,3.31E+01,9.48E-01,8.69E+00,4.77E+00,5.804164184
2.35E+00,2.64E+01,9.23E-01,1.05E+01,3.75E+00,9.758002217
2.36E+00,3.98E+01,9.49E-01,8.39E+00,4.61E+00,3.865295488
2.42E+00,2.70E+01,9.36E-01,1.05E+01,4.05E+00,9.274583291
2.50E+00,3.21E+01,9.51E-01,9.07E+00,4.83E+00,6.196056671
2.30E+00,2.84E+01,9.36E-01,1.03E+01,3.75E+00,8.223680414
2.45E+00,3.11E+01,9.38E-01,9.36E+00,4.37E+00,6.669863572
2.49E+00,2.72E+01,9.51E-01,9.97E+00,3.84E+00,9.118032286
2.39E+00,3.58E+01,9.58E-01,8.81E+00,4.42E+00,4.855699256
2.36E+00,3.23E+01,9.54E-01,9.10E+00,4.09E+00,6.123728493
2.32E+00,2.85E+01,9.46E-01,1.05E+01,4.00E+00,8.150473602
2.49E+00,3.08E+01,9.51E-01,8.85E+00,4.55E+00,6.82139539
2.46E+00,2.55E+01,9.53E-01,1.01E+01,3.82E+00,10.61442807
2.47E+00,3.82E+01,9.29E-01,8.41E+00,4.51E+00,4.223324814
2.43E+00,2.66E+01,9.54E-01,9.63E+00,3.95E+00,9.59340675
2.45E+00,3.53E+01,9.34E-01,8.76E+00,4.33E+00,5.029158476
2.48E+00,4.01E+01,9.35E-01,8.22E+00,4.54E+00,3.806823084
2.36E+00,3.66E+01,9.43E-01,9.43E+00,4.53E+00,4.644156918
2.43E+00,2.48E+01,9.42E-01,1.09E+01,3.90E+00,11.40120147
2.48E+00,3.46E+01,9.55E-01,9.08E+00,4.72E+00,5.247104818
2.46E+00,3.37E+01,9.44E-01,8.48E+00,4.71E+00,5.563911682
2.49E+00,3.51E+01,9.47E-01,8.49E+00,4.84E+00,5.09526789
2.41E+00,2.85E+01,9.50E-01,1.01E+01,4.29E+00,8.183633421
2.45E+00,3.73E+01,9.46E-01,8.55E+00,4.77E+00,4.442450987
2.43E+00,2.88E+01,9.50E-01,9.78E+00,4.17E+00,7.976350207
2.48E+00,2.57E+01,9.26E-01,1.03E+01,4.20E+00,10.48122109
2.42E+00,2.55E+01,9.54E-01,1.05E+01,4.08E+00,10.62636451
2.49E+00,3.36E+01,9.53E-01,9.02E+00,4.80E+00,5.587391086
2.31E+00,2.64E+01,9.44E-01,1.06E+01,3.79E+00,9.819222801
2.39E+00,3.32E+01,9.58E-01,9.61E+00,4.68E+00,5.746659778
2.42E+00,3.58E+01,9.55E-01,8.62E+00,4.90E+00,4.87243767
2.38E+00,3.49E+01,9.49E-01,8.87E+00,4.32E+00,5.137945596
2.34E+00,2.80E+01,9.56E-01,9.66E+00,3.95E+00,8.514947537
2.43E+00,2.45E+01,9.35E-01,1.03E+01,3.75E+00,11.71434236
2.49E+00,2.78E+01,9.49E-01,9.96E+00,4.18E+00,8.687372585
2.39E+00,2.53E+01,9.57E-01,1.06E+01,4.17E+00,10.88700363
2.42E+00,2.94E+01,9.29E-01,1.04E+01,4.25E+00,7.617823676
2.46E+00,3.34E+01,9.37E-01,9.19E+00,4.40E+00,5.658318413
2.47E+00,3.80E+01,9.42E-01,8.04E+00,4.72E+00,4.260606569
2.40E+00,4.01E+01,9.57E-01,8.03E+00,4.75E+00,3.795437474
2.44E+00,2.76E+01,9.17E-01,1.02E+01,3.84E+00,8.831382939
2.48E+00,2.97E+01,9.38E-01,9.19E+00,4.56E+00,7.410167238
2.50E+00,3.31E+01,9.41E-01,9.21E+00,4.69E+00,5.779155722
2.43E+00,2.78E+01,9.36E-01,9.66E+00,4.24E+00,8.627155334
2.41E+00,2.76E+01,9.53E-01,9.89E+00,4.26E+00,8.822082902
2.50E+00,2.76E+01,9.41E-01,1.03E+01,4.06E+00,8.805869253
2.38E+00,3.32E+01,9.51E-01,9.11E+00,4.14E+00,5.762059266
2.48E+00,2.60E+01,9.58E-01,9.69E+00,4.12E+00,10.141084
2.41E+00,4.12E+01,9.42E-01,8.12E+00,4.64E+00,3.587923278
2.38E+00,2.76E+01,9.51E-01,9.89E+00,4.20E+00,8.806059244
2.48E+00,3.20E+01,9.28E-01,9.63E+00,4.58E+00,6.267530188
2.38E+00,2.46E+01,9.57E-01,9.89E+00,4.10E+00,11.59057813
2.45E+00,4.38E+01,9.53E-01,8.32E+00,4.82E+00,3.150172597
2.45E+00,2.93E+01,9.38E-01,1.03E+01,4.15E+00,7.631853288
2.35E+00,2.86E+01,9.55E-01,9.41E+00,4.25E+00,8.099397809
2.36E+00,3.76E+01,9.44E-01,9.34E+00,4.56E+00,4.361597272
2.42E+00,2.61E+01,9.53E-01,1.05E+01,4.18E+00,10.03109551
2.44E+00,2.94E+01,9.44E-01,9.01E+00,4.32E+00,7.589171971
2.47E+00,3.58E+01,9.33E-01,8.85E+00,4.41E+00,4.867520358
2.44E+00,3.52E+01,9.29E-01,9.15E+00,4.36E+00,5.058402927
2.48E+00,3.91E+01,9.59E-01,8.07E+00,4.51E+00,4.01008809
2.32E+00,2.52E+01,9.49E-01,1.11E+01,3.90E+00,10.99875682
2.35E+00,2.76E+01,9.58E-01,9.80E+00,3.99E+00,8.802568952
2.38E+00,4.18E+01,9.53E-01,7.89E+00,4.67E+00,3.491565521
2.46E+00,3.12E+01,9.51E-01,9.12E+00,4.61E+00,6.611268615
2.48E+00,2.84E+01,9.46E-01,1.01E+01,3.93E+00,8.227214212
2.48E+00,2.37E+01,9.47E-01,9.74E+00,3.99E+00,12.77569891
2.34E+00,2.56E+01,9.54E-01,1.04E+01,3.88E+00,10.59539091
2.41E+00,3.11E+01,9.57E-01,9.56E+00,4.39E+00,6.661050274
2.48E+00,3.82E+01,9.51E-01,7.79E+00,4.82E+00,4.212686101
2.41E+00,2.48E+01,9.31E-01,1.06E+01,3.86E+00,11.37515523
2.43E+00,3.42E+01,9.45E-01,9.47E+00,4.46E+00,5.389544079
2.50E+00,2.61E+01,9.24E-01,1.03E+01,4.32E+00,10.08487283
2.39E+00,3.79E+01,9.50E-01,8.54E+00,4.80E+00,4.287700907
2.40E+00,3.60E+01,9.55E-01,9.18E+00,4.65E+00,4.815535081
2.46E+00,2.79E+01,9.32E-01,9.85E+00,4.06E+00,8.557321603
2.49E+00,2.41E+01,9.37E-01,1.08E+01,4.07E+00,12.25451592
2.41E+00,3.93E+01,9.46E-01,8.06E+00,4.71E+00,3.975544514
2.44E+00,3.28E+01,9.39E-01,9.29E+00,4.36E+00,5.910486161
2.34E+00,2.88E+01,9.47E-01,1.03E+01,4.06E+00,7.987976284
2.45E+00,3.66E+01,9.44E-01,9.04E+00,4.54E+00,4.621959549
2.44E+00,4.65E+01,9.43E-01,7.62E+00,4.85E+00,2.783680892
2.39E+00,2.56E+01,9.44E-01,1.04E+01,3.98E+00,10.5100797
2.44E+00,2.69E+01,9.45E-01,1.01E+01,3.75E+00,9.354161146
2.39E+00,2.41E+01,9.56E-01,1.05E+01,3.75E+00,12.21185661
2.43E+00,3.23E+01,9.32E-01,9.47E+00,4.23E+00,6.11281703
2.39E+00,2.74E+01,9.46E-01,9.68E+00,4.00E+00,8.920794824
2.47E+00,2.54E+01,9.38E-01,1.06E+01,4.30E+00,10.74819125
2.43E+00,2.94E+01,9.51E-01,9.71E+00,3.95E+00,7.593485779
2.37E+00,3.27E+01,9.59E-01,9.19E+00,4.26E+00,5.959133326
2.35E+00,2.99E+01,9.47E-01,1.01E+01,3.98E+00,7.292284094
2.50E+00,3.11E+01,9.07E-01,9.66E+00,4.14E+00,6.687755042
2.41E+00,3.28E+01,9.50E-01,9.08E+00,4.47E+00,5.91638369
2.33E+00,2.60E+01,9.54E-01,1.04E+01,4.06E+00,10.19315602
2.47E+00,3.25E+01,9.46E-01,9.09E+00,4.46E+00,6.01981828
2.43E+00,3.25E+01,9.32E-01,9.15E+00,4.16E+00,6.036856406
2.47E+00,2.65E+01,9.49E-01,1.02E+01,3.76E+00,9.711059005
2.44E+00,2.58E+01,9.42E-01,1.03E+01,4.06E+00,10.39178022
2.49E+00,3.35E+01,9.49E-01,9.22E+00,4.43E+00,5.645682276
2.41E+00,3.81E+01,9.55E-01,9.67E+00,4.92E+00,4.246094099
2.36E+00,2.70E+01,9.44E-01,1.08E+01,4.06E+00,9.240553858
2.45E+00,2.87E+01,9.13E-01,1.01E+01,3.88E+00,8.015722728
2.46E+00,2.69E+01,9.40E-01,1.04E+01,4.07E+00,9.319151863
2.44E+00,2.82E+01,9.22E-01,1.01E+01,3.98E+00,8.349615914
2.39E+00,2.64E+01,9.42E-01,1.08E+01,4.13E+00,9.789920153
2.41E+00,3.67E+01,9.58E-01,8.66E+00,4.42E+00,4.596682911
2.45E+00,3.38E+01,9.30E-01,8.93E+00,4.29E+00,5.51218072
2.39E+00,2.71E+01,9.55E-01,1.03E+01,4.35E+00,9.173643808
2.42E+00,2.63E+01,9.39E-01,1.01E+01,4.20E+00,9.859581266
2.46E+00,2.77E+01,9.29E-01,1.01E+01,4.24E+00,8.707279795
2.47E+00,2.99E+01,9.51E-01,8.93E+00,4.40E+00,7.305488464
2.45E+00,2.63E+01,9.60E-01,1.04E+01,4.29E+00,9.915296893
2.38E+00,3.51E+01,9.59E-01,9.17E+00,4.42E+00,5.093878354
2.42E+00,4.44E+01,9.52E-01,7.50E+00,4.74E+00,3.069730468
2.46E+00,3.47E+01,9.44E-01,8.78E+00,4.33E+00,5.206054922
2.43E+00,2.81E+01,9.59E-01,1.08E+01,4.41E+00,8.454998048
2.46E+00,3.53E+01,9.59E-01,8.84E+00,4.83E+00,5.023486154
2.44E+00,3.01E+01,9.24E-01,9.95E+00,4.17E+00,7.186583575
2.48E+00,3.57E+01,9.51E-01,8.36E+00,4.43E+00,4.907000581
2.32E+00,2.58E+01,9.53E-01,1.09E+01,3.89E+00,10.32138955
2.43E+00,2.59E+01,9.21E-01,1.05E+01,3.75E+00,10.21935726
2.36E+00,3.67E+01,9.50E-01,8.58E+00,4.36E+00,4.599073665
2.47E+00,3.48E+01,9.28E-01,9.07E+00,4.39E+00,5.179310044
2.47E+00,3.41E+01,9.29E-01,8.90E+00,4.46E+00,5.434604955
2.45E+00,3.26E+01,9.39E-01,9.53E+00,4.30E+00,6.010079408
2.49E+00,2.93E+01,9.48E-01,9.39E+00,4.68E+00,7.66323461
2.42E+00,3.05E+01,9.39E-01,9.93E+00,4.29E+00,6.9849195
2.42E+00,3.85E+01,9.28E-01,8.45E+00,4.50E+00,4.159797382
2.42E+00,4.34E+01,9.42E-01,8.15E+00,4.75E+00,3.209431473
2.34E+00,3.28E+01,9.53E-01,9.56E+00,4.36E+00,5.920418022
2.49E+00,4.64E+01,9.60E-01,7.83E+00,4.84E+00,2.799722679
2.41E+00,2.71E+01,9.44E-01,1.03E+01,4.17E+00,9.167675405
2.45E+00,3.15E+01,9.34E-01,9.65E+00,4.26E+00,6.485218172
2.43E+00,2.49E+01,9.32E-01,1.05E+01,3.62E+00,11.24756887
2.35E+00,2.61E+01,9.50E-01,9.95E+00,3.82E+00,10.09141636
2.47E+00,2.61E+01,9.36E-01,1.00E+01,3.96E+00,10.08814698
2.48E+00,4.19E+01,9.54E-01,7.69E+00,4.94E+00,3.461172284
2.33E+00,3.51E+01,9.53E-01,9.36E+00,4.41E+00,5.091195109
2.46E+00,2.49E+01,9.26E-01,1.05E+01,4.02E+00,11.2938391
2.47E+00,3.73E+01,9.46E-01,7.95E+00,4.71E+00,4.450786114
2.48E+00,4.24E+01,9.59E-01,8.02E+00,4.85E+00,3.374667177
2.44E+00,2.68E+01,9.33E-01,1.04E+01,3.83E+00,9.473349303
2.46E+00,3.38E+01,9.32E-01,8.96E+00,4.52E+00,5.513143431
2.47E+00,2.63E+01,9.28E-01,9.81E+00,3.86E+00,9.864695301
2.47E+00,2.57E+01,9.57E-01,1.06E+01,4.14E+00,10.39940107
2.46E+00,2.96E+01,9.47E-01,9.12E+00,4.20E+00,7.448373042
2.38E+00,3.27E+01,9.59E-01,8.88E+00,4.36E+00,5.950147174
2.46E+00,3.14E+01,9.36E-01,9.07E+00,4.39E+00,6.520238679
2.40E+00,3.56E+01,9.52E-01,8.86E+00,4.33E+00,4.920833803
2.42E+00,2.66E+01,9.50E-01,1.03E+01,3.69E+00,9.652914833
2.48E+00,2.71E+01,9.57E-01,1.04E+01,4.24E+00,9.154812741
2.41E+00,3.40E+01,9.59E-01,9.16E+00,4.54E+00,5.455928461
2.42E+00,3.13E+01,9.48E-01,9.09E+00,4.25E+00,6.559854906
2.46E+00,2.69E+01,9.14E-01,1.07E+01,3.84E+00,9.316865203
2.42E+00,4.47E+01,9.49E-01,8.23E+00,4.73E+00,3.018930594
2.47E+00,3.63E+01,9.47E-01,8.47E+00,4.70E+00,4.732453864
2.43E+00,3.86E+01,9.53E-01,7.93E+00,4.82E+00,4.136646789
2.42E+00,2.77E+01,9.53E-01,9.66E+00,3.85E+00,8.709605351
2.42E+00,3.44E+01,9.54E-01,8.21E+00,4.67E+00,5.329775715
2.43E+00,3.41E+01,9.48E-01,9.37E+00,4.44E+00,5.430454694
2.46E+00,3.15E+01,9.37E-01,9.11E+00,4.42E+00,6.492545223
2.49E+00,2.95E+01,9.27E-01,9.91E+00,4.05E+00,7.558406959
2.44E+00,3.10E+01,9.31E-01,9.64E+00,4.14E+00,6.714800771
2.39E+00,2.69E+01,9.49E-01,1.04E+01,4.27E+00,9.388611879
2.47E+00,3.02E+01,9.59E-01,9.41E+00,4.70E+00,7.129207793
2.43E+00,2.76E+01,9.44E-01,9.36E+00,4.28E+00,8.778292178
2.42E+00,2.73E+01,9.51E-01,1.03E+01,4.15E+00,9.000432318
2.46E+00,2.58E+01,9.34E-01,1.07E+01,3.81E+00,10.33976929
2.36E+00,2.50E+01,9.50E-01,1.01E+01,3.99E+00,11.12973149
2.41E+00,2.76E+01,9.54E-01,9.80E+00,4.13E+00,8.808870887
2.48E+00,2.70E+01,9.09E-01,1.05E+01,3.95E+00,9.241329507
2.42E+00,2.95E+01,9.37E-01,9.86E+00,4.17E+00,7.550883962
2.37E+00,3.51E+01,9.58E-01,8.63E+00,4.36E+00,5.097680833
2.44E+00,3.11E+01,9.55E-01,9.54E+00,4.60E+00,6.644007399
2.42E+00,3.78E+01,9.46E-01,9.22E+00,4.68E+00,4.315374776
2.49E+00,3.32E+01,9.01E-01,9.48E+00,4.31E+00,5.738538443
2.44E+00,3.24E+01,9.50E-01,9.65E+00,4.41E+00,6.09304033
2.42E+00,3.59E+01,9.57E-01,8.38E+00,4.76E+00,4.827778179
2.47E+00,3.79E+01,9.48E-01,8.13E+00,4.84E+00,4.288959691
2.42E+00,3.38E+01,9.55E-01,9.48E+00,4.77E+00,5.532432849
2.48E+00,3.72E+01,9.49E-01,8.10E+00,4.67E+00,4.466424516
2.49E+00,3.35E+01,9.39E-01,8.81E+00,4.72E+00,5.633252796
2.47E+00,3.43E+01,9.15E-01,9.14E+00,4.43E+00,5.354789348
2.48E+00,3.50E+01,9.26E-01,8.95E+00,4.42E+00,5.105398087
2.43E+00,2.58E+01,9.29E-01,1.07E+01,3.87E+00,10.36106136
2.38E+00,2.64E+01,9.38E-01,1.06E+01,3.84E+00,9.831481352
2.50E+00,3.38E+01,9.47E-01,9.06E+00,4.85E+00,5.519354203
2.43E+00,2.61E+01,9.57E-01,1.02E+01,4.37E+00,10.03947907
2.43E+00,2.63E+01,9.53E-01,1.02E+01,4.34E+00,9.87295145
2.39E+00,2.74E+01,9.50E-01,9.91E+00,3.97E+00,8.979677537
2.48E+00,3.63E+01,9.59E-01,8.20E+00,4.92E+00,4.718923458
2.46E+00,2.83E+01,9.39E-01,9.59E+00,3.98E+00,8.264612453
2.37E+00,2.54E+01,9.57E-01,9.56E+00,4.19E+00,10.7827688
2.29E+00,2.71E+01,9.55E-01,1.05E+01,3.99E+00,9.160619389
2.40E+00,3.22E+01,9.58E-01,8.92E+00,4.50E+00,6.140205024
2.42E+00,2.67E+01,9.46E-01,1.05E+01,4.24E+00,9.487963826
2.47E+00,2.65E+01,9.10E-01,1.03E+01,3.89E+00,9.657829178
2.42E+00,3.22E+01,9.56E-01,9.55E+00,4.17E+00,6.178340756
2.39E+00,3.52E+01,9.37E-01,9.47E+00,4.44E+00,5.050536284
2.48E+00,3.16E+01,9.43E-01,8.93E+00,4.57E+00,6.4393718
2.36E+00,3.95E+01,9.54E-01,8.00E+00,4.84E+00,3.926274345
2.40E+00,3.64E+01,9.59E-01,8.05E+00,4.90E+00,4.680312496
2.48E+00,3.34E+01,9.59E-01,9.79E+00,4.83E+00,5.690089252
2.49E+00,4.55E+01,9.19E-01,8.00E+00,4.85E+00,2.910039751
2.34E+00,2.80E+01,9.42E-01,1.01E+01,3.94E+00,8.492481516
2.38E+00,3.34E+01,9.37E-01,9.48E+00,4.24E+00,5.673789034
2.48E+00,4.23E+01,9.44E-01,7.87E+00,4.94E+00,3.396753805
2.29E+00,2.57E+01,9.45E-01,1.08E+01,3.76E+00,10.43330062
2.50E+00,3.09E+01,9.32E-01,9.70E+00,4.42E+00,6.74288674
2.37E+00,3.57E+01,9.56E-01,8.76E+00,4.35E+00,4.890059625
2.49E+00,2.65E+01,9.60E-01,1.00E+01,4.35E+00,9.69077138
2.40E+00,3.05E+01,9.46E-01,9.96E+00,4.23E+00,6.971327646
2.35E+00,3.41E+01,9.45E-01,9.69E+00,4.37E+00,5.429355293
