Basal lumen diameter (mm),Infill density,Taper ratio,Cochlear width (mm),Cochlear height (mm),Matrix resistivity (kohm.cm)
2.26E+00,8.37E+01,7.85E-01,1.19E+01,3.69E+00,0.864316563
2.22E+00,8.90E+01,7.61E-01,1.25E+01,3.90E+00,0.767177077
2.25E+00,9.02E+01,7.63E-01,1.18E+01,3.92E+00,0.748620227
2.39E+00,9.94E+01,7.75E-01,1.17E+01,4.30E+00,0.621548267
2.34E+00,9.50E+01,7.20E-01,1.21E+01,4.15E+00,0.678156629
2.20E+00,9.92E+01,7.86E-01,1.17E+01,4.25E+00,0.624170086
2.46E+00,8.75E+01,6.36E-01,1.22E+01,3.88E+00,0.792544463
2.15E+00,9.78E+01,7.06E-01,1.09E+01,3.85E+00,0.641459246
2.38E+00,8.06E+01,7.37E-01,1.25E+01,3.66E+00,0.927885921
2.33E+00,9.32E+01,7.23E-01,1.11E+01,3.56E+00,0.702443264
2.38E+00,8.85E+01,6.63E-01,1.22E+01,3.89E+00,0.776886788
2.24E+00,9.72E+01,6.92E-01,1.11E+01,3.88E+00,0.649248482
2.29E+00,9.83E+01,7.11E-01,1.13E+01,3.99E+00,0.634965122
2.27E+00,8.76E+01,7.35E-01,1.20E+01,3.78E+00,0.792096213
2.31E+00,9.39E+01,6.55E-01,1.15E+01,3.92E+00,0.693572827
2.42E+00,9.96E+01,6.74E-01,1.15E+01,4.26E+00,0.619685876
2.12E+00,9.79E+01,6.61E-01,1.09E+01,3.84E+00,0.640104754
2.27E+00,9.15E+01,6.55E-01,1.14E+01,3.73E+00,0.727794899
2.31E+00,8.74E+01,7.61E-01,1.23E+01,3.97E+00,0.794362738
2.21E+00,8.66E+01,6.89E-01,1.21E+01,3.73E+00,0.808751206
2.31E+00,9.71E+01,7.20E-01,1.10E+01,3.70E+00,0.650835739
2.29E+00,9.18E+01,7.02E-01,1.21E+01,3.93E+00,0.723208865
2.46E+00,8.47E+01,7.60E-01,1.26E+01,3.93E+00,0.844549919
2.29E+00,9.04E+01,7.42E-01,1.20E+01,3.97E+00,0.745171279
2.34E+00,8.83E+01,7.27E-01,1.24E+01,3.86E+00,0.779930407
2.29E+00,9.02E+01,6.70E-01,1.20E+01,3.82E+00,0.748370435
2.43E+00,9.12E+01,7.69E-01,1.26E+01,4.26E+00,0.733426353
2.21E+00,8.90E+01,7.78E-01,1.23E+01,4.00E+00,0.768158231
2.24E+00,9.26E+01,6.20E-01,1.13E+01,3.78E+00,0.71240395
2.42E+00,8.87E+01,7.34E-01,1.27E+01,4.09E+00,0.772930922
2.30E+00,9.39E+01,7.70E-01,1.16E+01,4.05E+00,0.693689725
2.32E+00,8.95E+01,6.70E-01,1.22E+01,3.89E+00,0.760291985
2.24E+00,9.20E+01,7.80E-01,1.16E+01,3.96E+00,0.721167941
2.39E+00,9.94E+01,7.50E-01,1.22E+01,4.37E+00,0.622316895
2.31E+00,9.01E+01,7.82E-01,1.26E+01,4.19E+00,0.749562216
2.14E+00,9.76E+01,8.11E-01,1.04E+01,3.87E+00,0.644025795
2.19E+00,9.36E+01,7.10E-01,1.16E+01,3.88E+00,0.697554884
2.31E+00,9.05E+01,7.26E-01,1.21E+01,3.96E+00,0.743815243
2.39E+00,9.17E+01,7.38E-01,1.19E+01,4.09E+00,0.725188612
2.24E+00,9.74E+01,6.56E-01,1.11E+01,3.94E+00,0.646771021
2.19E+00,8.82E+01,7.70E-01,1.21E+01,3.89E+00,0.781620387
2.20E+00,9.11E+01,7.81E-01,1.17E+01,3.93E+00,0.73352514
2.26E+00,8.30E+01,6.34E-01,1.22E+01,3.57E+00,0.876809866
2.16E+00,8.77E+01,7.02E-01,1.18E+01,3.67E+00,0.790423255
2.18E+00,9.15E+01,7.76E-01,1.19E+01,4.00E+00,0.727818505
2.09E+00,9.10E+01,6.56E-01,1.13E+01,3.62E+00,0.736570947
2.30E+00,9.46E+01,7.63E-01,1.18E+01,4.08E+00,0.68284453
2.13E+00,8.07E+01,7.75E-01,1.24E+01,3.62E+00,0.927479007
2.32E+00,9.17E+01,7.53E-01,1.24E+01,4.11E+00,0.724531747
2.14E+00,9.82E+01,7.77E-01,1.13E+01,4.04E+00,0.63669814
2.24E+00,9.66E+01,7.12E-01,1.16E+01,4.00E+00,0.657037865
2.43E+00,8.99E+01,7.69E-01,1.27E+01,4.24E+00,0.753800478
2.35E+00,8.71E+01,7.49E-01,1.25E+01,4.00E+00,0.800052655
2.25E+00,9.79E+01,6.60E-01,1.11E+01,3.96E+00,0.640566356
2.28E+00,8.66E+01,7.56E-01,1.18E+01,3.74E+00,0.808508681
2.43E+00,8.86E+01,7.76E-01,1.23E+01,4.09E+00,0.773755775
2.24E+00,9.69E+01,7.74E-01,1.12E+01,4.00E+00,0.652445454
2.21E+00,9.34E+01,6.73E-01,1.12E+01,3.75E+00,0.699710503
2.35E+00,9.32E+01,7.67E-01,1.15E+01,3.99E+00,0.703043729
2.22E+00,9.50E+01,6.36E-01,1.11E+01,3.81E+00,0.677748182
2.09E+00,9.87E+01,6.90E-01,1.09E+01,3.88E+00,0.630920871
2.43E+00,9.27E+01,6.73E-01,1.18E+01,3.95E+00,0.709933938
2.31E+00,9.31E+01,6.49E-01,1.13E+01,3.75E+00,0.704326848
2.29E+00,9.16E+01,6.51E-01,1.12E+01,3.65E+00,0.72595191
2.29E+00,9.16E+01,7.09E-01,1.19E+01,3.91E+00,0.725968595
2.30E+00,9.28E+01,6.86E-01,1.17E+01,3.92E+00,0.708967125
2.27E+00,8.93E+01,7.67E-01,1.18E+01,3.81E+00,0.762913098
2.26E+00,8.96E+01,6.47E-01,1.18E+01,3.71E+00,0.757287887
2.11E+00,9.80E+01,6.35E-01,1.04E+01,3.65E+00,0.639373281
2.29E+00,8.56E+01,6.52E-01,1.22E+01,3.65E+00,0.827641737
2.24E+00,8.83E+01,7.79E-01,1.13E+01,3.74E+00,0.779358334
2.14E+00,8.85E+01,7.07E-01,1.18E+01,3.67E+00,0.776666731
2.26E+00,9.55E+01,7.38E-01,1.15E+01,3.97E+00,0.671327368
2.19E+00,8.94E+01,7.91E-01,1.23E+01,4.07E+00,0.761449905
2.29E+00,9.95E+01,7.46E-01,1.09E+01,4.02E+00,0.621007286
2.40E+00,9.19E+01,6.61E-01,1.24E+01,4.08E+00,0.721760168
2.34E+00,9.53E+01,7.07E-01,1.15E+01,4.03E+00,0.674449658
2.38E+00,8.33E+01,6.11E-01,1.24E+01,3.70E+00,0.871118921
2.28E+00,9.24E+01,7.04E-01,1.21E+01,3.94E+00,0.71482113
2.38E+00,9.62E+01,7.35E-01,1.18E+01,4.18E+00,0.661384082
2.24E+00,9.64E+01,7.23E-01,1.11E+01,3.90E+00,0.659262023
2.14E+00,9.47E+01,6.75E-01,1.08E+01,3.69E+00,0.681435938
2.36E+00,9.83E+01,7.07E-01,1.18E+01,4.24E+00,0.635610542
2.17E+00,9.01E+01,7.88E-01,1.12E+01,3.77E+00,0.750542626
2.18E+00,9.41E+01,7.88E-01,1.09E+01,3.81E+00,0.689668425
2.29E+00,9.94E+01,7.12E-01,1.14E+01,4.14E+00,0.62227376
2.35E+00,8.18E+01,6.07E-01,1.23E+01,3.60E+00,0.902576272
2.09E+00,9.64E+01,6.52E-01,1.09E+01,3.70E+00,0.659086171
2.24E+00,8.95E+01,7.82E-01,1.16E+01,3.79E+00,0.760275951
2.28E+00,9.46E+01,7.66E-01,1.16E+01,4.02E+00,0.683934956
2.50E+00,8.95E+01,7.09E-01,1.26E+01,4.15E+00,0.75902338
2.14E+00,8.73E+01,7.91E-01,1.13E+01,3.67E+00,0.796426833
2.25E+00,9.37E+01,6.40E-01,1.12E+01,3.80E+00,0.695540607
2.39E+00,8.48E+01,7.08E-01,1.23E+01,3.74E+00,0.842096009
2.31E+00,9.41E+01,7.25E-01,1.16E+01,3.93E+00,0.689726138
2.24E+00,8.98E+01,6.51E-01,1.18E+01,3.75E+00,0.754125162
2.37E+00,8.67E+01,7.07E-01,1.24E+01,3.84E+00,0.806535023
2.40E+00,9.89E+01,6.97E-01,1.21E+01,4.32E+00,0.627640542
2.35E+00,8.64E+01,7.09E-01,1.21E+01,3.75E+00,0.812232899
2.23E+00,9.74E+01,7.04E-01,1.08E+01,3.63E+00,0.646285514
2.34E+00,9.89E+01,6.81E-01,1.15E+01,4.16E+00,0.627962276
2.24E+00,9.17E+01,6.16E-01,1.15E+01,3.79E+00,0.725870215
2.26E+00,8.87E+01,7.38E-01,1.23E+01,3.82E+00,0.772030976
2.47E+00,9.11E+01,7.13E-01,1.24E+01,4.11E+00,0.733545675
2.27E+00,9.78E+01,7.75E-01,1.14E+01,4.13E+00,0.641309401
2.37E+00,8.32E+01,6.17E-01,1.23E+01,3.64E+00,0.874558547
2.02E+00,9.60E+01,6.99E-01,1.09E+01,3.74E+00,0.664265901
2.39E+00,8.22E+01,7.29E-01,1.24E+01,3.70E+00,0.894896464
2.31E+00,8.65E+01,7.19E-01,1.17E+01,3.68E+00,0.810239852
2.20E+00,9.89E+01,7.66E-01,1.15E+01,4.17E+00,0.628272196
2.31E+00,9.81E+01,7.57E-01,1.16E+01,4.14E+00,0.638186418
2.43E+00,9.29E+01,6.96E-01,1.19E+01,4.07E+00,0.707080158
2.12E+00,9.31E+01,7.15E-01,1.12E+01,3.75E+00,0.705103792
2.38E+00,9.07E+01,7.06E-01,1.24E+01,3.98E+00,0.741052617
2.47E+00,8.99E+01,6.67E-01,1.20E+01,3.94E+00,0.752857911
2.39E+00,9.06E+01,6.91E-01,1.24E+01,4.03E+00,0.741469331
2.33E+00,8.67E+01,7.21E-01,1.25E+01,3.88E+00,0.807772973
2.48E+00,9.09E+01,6.38E-01,1.22E+01,3.97E+00,0.737104987
2.27E+00,9.63E+01,7.35E-01,1.12E+01,3.92E+00,0.661103997
2.22E+00,9.74E+01,7.84E-01,1.19E+01,4.22E+00,0.646921377
2.36E+00,9.79E+01,7.28E-01,1.19E+01,4.19E+00,0.639720551
2.29E+00,8.32E+01,7.50E-01,1.21E+01,3.65E+00,0.873344417
2.28E+00,9.32E+01,7.63E-01,1.26E+01,4.15E+00,0.702450246
2.14E+00,8.99E+01,6.67E-01,1.12E+01,3.59E+00,0.753335381
2.45E+00,8.61E+01,6.86E-01,1.23E+01,3.83E+00,0.817275019
2.37E+00,9.89E+01,7.42E-01,1.12E+01,4.23E+00,0.627445519
2.26E+00,8.37E+01,7.11E-01,1.23E+01,3.64E+00,0.863583815
2.42E+00,9.17E+01,7.40E-01,1.20E+01,4.14E+00,0.724656688
2.33E+00,9.05E+01,6.96E-01,1.22E+01,4.02E+00,0.742857143
2.28E+00,8.99E+01,6.78E-01,1.16E+01,3.73E+00,0.752339299
2.28E+00,8.03E+01,7.49E-01,1.25E+01,3.69E+00,0.935511045
2.18E+00,8.90E+01,7.09E-01,1.17E+01,3.67E+00,0.767540056
2.34E+00,8.65E+01,6.74E-01,1.21E+01,3.75E+00,0.811041783
2.34E+00,9.12E+01,6.71E-01,1.17E+01,3.82E+00,0.732412001
2.28E+00,8.46E+01,7.69E-01,1.19E+01,3.68E+00,0.8452598
2.20E+00,8.56E+01,7.08E-01,1.21E+01,3.61E+00,0.826619844
2.22E+00,8.42E+01,7.67E-01,1.21E+01,3.78E+00,0.85457101
2.38E+00,9.17E+01,6.98E-01,1.24E+01,4.03E+00,0.724731366
2.26E+00,9.71E+01,7.97E-01,1.12E+01,4.09E+00,0.649814243
2.25E+00,8.86E+01,6.06E-01,1.14E+01,3.62E+00,0.774954984
2.32E+00,8.78E+01,7.04E-01,1.24E+01,3.80E+00,0.78817225
2.31E+00,8.95E+01,7.58E-01,1.17E+01,3.91E+00,0.759550439
2.35E+00,9.85E+01,7.26E-01,1.08E+01,3.68E+00,0.63308053
2.22E+00,9.75E+01,6.78E-01,1.13E+01,3.92E+00,0.645806554
2.27E+00,9.99E+01,7.28E-01,1.11E+01,4.10E+00,0.616658657
2.23E+00,8.31E+01,7.52E-01,1.20E+01,3.64E+00,0.876097648
2.24E+00,9.11E+01,7.42E-01,1.13E+01,3.77E+00,0.733936421
2.18E+00,9.01E+01,7.67E-01,1.16E+01,3.83E+00,0.750601805
2.41E+00,9.03E+01,6.78E-01,1.19E+01,3.86E+00,0.746285682
2.14E+00,9.21E+01,7.61E-01,1.18E+01,3.85E+00,0.718404273
2.37E+00,9.59E+01,6.86E-01,1.17E+01,4.13E+00,0.66645105
2.33E+00,9.25E+01,7.27E-01,1.14E+01,3.93E+00,0.712614842
2.26E+00,9.69E+01,6.76E-01,1.12E+01,3.89E+00,0.65263793
2.20E+00,7.97E+01,7.70E-01,1.26E+01,3.59E+00,0.94817203
2.24E+00,8.91E+01,6.73E-01,1.16E+01,3.65E+00,0.766869234
2.29E+00,9.33E+01,6.92E-01,1.15E+01,3.85E+00,0.701310337
2.28E+00,9.19E+01,6.78E-01,1.15E+01,3.79E+00,0.722812037
2.10E+00,9.63E+01,7.86E-01,1.08E+01,3.81E+00,0.66038921
2.36E+00,8.49E+01,6.58E-01,1.22E+01,3.72E+00,0.841147841
2.33E+00,9.40E+01,7.27E-01,1.17E+01,3.99E+00,0.691115311
2.27E+00,8.93E+01,6.55E-01,1.15E+01,3.64E+00,0.763487919
2.24E+00,9.60E+01,7.51E-01,1.14E+01,4.02E+00,0.664456842
2.27E+00,9.96E+01,7.46E-01,1.07E+01,3.70E+00,0.619661501
2.43E+00,9.61E+01,7.01E-01,1.23E+01,4.31E+00,0.663588049
2.25E+00,9.23E+01,7.51E-01,1.15E+01,3.92E+00,0.715763212
2.43E+00,9.70E+01,7.05E-01,1.16E+01,4.17E+00,0.652120839
2.46E+00,8.85E+01,6.89E-01,1.19E+01,3.91E+00,0.776842852
2.28E+00,9.67E+01,7.15E-01,1.19E+01,4.08E+00,0.65509391
2.30E+00,9.05E+01,7.70E-01,1.14E+01,3.84E+00,0.74364105
2.38E+00,9.43E+01,7.26E-01,1.20E+01,4.14E+00,0.687387581
2.23E+00,8.90E+01,6.66E-01,1.19E+01,3.76E+00,0.767330685
2.24E+00,9.56E+01,7.73E-01,1.17E+01,4.04E+00,0.669536258
2.35E+00,9.01E+01,6.78E-01,1.22E+01,3.86E+00,0.749685714
2.28E+00,9.81E+01,6.99E-01,1.15E+01,4.11E+00,0.638307316
2.20E+00,8.03E+01,7.76E-01,1.21E+01,3.59E+00,0.936210758
2.29E+00,9.66E+01,7.68E-01,1.17E+01,4.14E+00,0.656265767
2.05E+00,9.50E+01,6.75E-01,1.11E+01,3.73E+00,0.678266777
2.35E+00,9.10E+01,6.89E-01,1.19E+01,3.93E+00,0.735780824
2.34E+00,9.10E+01,6.83E-01,1.21E+01,3.88E+00,0.736141053
2.26E+00,8.97E+01,6.85E-01,1.21E+01,3.85E+00,0.755821039
2.45E+00,8.63E+01,7.02E-01,1.25E+01,3.92E+00,0.815252326
2.34E+00,8.94E+01,6.08E-01,1.16E+01,3.79E+00,0.760960584
2.47E+00,9.77E+01,6.58E-01,1.13E+01,4.16E+00,0.642172907
2.10E+00,9.34E+01,7.86E-01,1.13E+01,3.86E+00,0.700707592
2.31E+00,8.79E+01,6.90E-01,1.17E+01,3.72E+00,0.786290612
2.43E+00,8.76E+01,7.11E-01,1.22E+01,3.93E+00,0.790556432
2.12E+00,9.66E+01,7.83E-01,1.14E+01,3.95E+00,0.657016167
2.20E+00,9.46E+01,7.32E-01,1.14E+01,3.91E+00,0.683255721
2.20E+00,8.81E+01,6.88E-01,1.15E+01,3.57E+00,0.782569517
2.38E+00,8.64E+01,7.03E-01,1.24E+01,3.88E+00,0.812793883
2.28E+00,9.49E+01,7.54E-01,1.19E+01,4.06E+00,0.678813542
2.41E+00,8.90E+01,6.92E-01,1.23E+01,3.97E+00,0.767642382
2.23E+00,8.67E+01,6.90E-01,1.21E+01,3.72E+00,0.807236579
2.35E+00,9.47E+01,7.52E-01,1.24E+01,4.29E+00,0.68159973
2.37E+00,9.72E+01,6.83E-01,1.12E+01,4.05E+00,0.64942403
2.49E+00,9.54E+01,6.69E-01,1.18E+01,4.12E+00,0.671942167
2.33E+00,9.56E+01,6.71E-01,1.14E+01,4.01E+00,0.6700412
2.21E+00,9.93E+01,7.73E-01,1.09E+01,4.03E+00,0.62319664
2.15E+00,8.49E+01,7.19E-01,1.21E+01,3.61E+00,0.840422006
2.37E+00,8.70E+01,6.50E-01,1.22E+01,3.81E+00,0.801503333
2.21E+00,9.95E+01,6.29E-01,1.06E+01,3.80E+00,0.620787713
2.28E+00,9.73E+01,7.26E-01,1.13E+01,4.03E+00,0.648194207
2.20E+00,9.76E+01,6.17E-01,1.08E+01,3.82E+00,0.643870261
2.43E+00,8.06E+01,6.74E-01,1.26E+01,3.66E+00,0.928057381
2.16E+00,8.40E+01,7.49E-01,1.23E+01,3.56E+00,0.858696077
2.27E+00,9.60E+01,7.54E-01,1.19E+01,4.15E+00,0.664486528
2.29E+00,8.89E+01,7.33E-01,1.18E+01,3.84E+00,0.769078559
2.33E+00,8.52E+01,6.51E-01,1.21E+01,3.67E+00,0.834539663
2.29E+00,8.87E+01,7.20E-01,1.25E+01,3.92E+00,0.773249053
2.38E+00,9.83E+01,7.17E-01,1.14E+01,4.20E+00,0.635246761
2.25E+00,8.56E+01,7.02E-01,1.22E+01,3.63E+00,0.827397141
2.38E+00,9.54E+01,7.08E-01,1.18E+01,4.06E+00,0.672104587
2.26E+00,7.99E+01,7.52E-01,1.23E+01,3.63E+00,0.943740015
2.33E+00,9.63E+01,6.51E-01,1.11E+01,3.91E+00,0.660467121
2.43E+00,8.99E+01,7.29E-01,1.23E+01,4.02E+00,0.753071851
2.30E+00,9.96E+01,7.19E-01,1.08E+01,3.67E+00,0.619525725
2.26E+00,9.51E+01,7.09E-01,1.16E+01,3.91E+00,0.677108293
2.25E+00,9.20E+01,6.49E-01,1.12E+01,3.68E+00,0.721059983
2.19E+00,9.50E+01,7.36E-01,1.17E+01,3.93E+00,0.678433444
2.37E+00,8.77E+01,6.80E-01,1.24E+01,3.84E+00,0.78915236
2.28E+00,8.39E+01,7.25E-01,1.20E+01,3.64E+00,0.86056785
2.29E+00,9.39E+01,7.10E-01,1.11E+01,3.64E+00,0.69375306
2.30E+00,9.38E+01,7.43E-01,1.21E+01,4.07E+00,0.694918458
2.42E+00,8.35E+01,6.64E-01,1.23E+01,3.65E+00,0.868132202
2.26E+00,9.76E+01,7.89E-01,1.12E+01,4.08E+00,0.644066906
2.39E+00,9.72E+01,7.28E-01,1.15E+01,4.13E+00,0.648612331
2.39E+00,8.84E+01,7.15E-01,1.24E+01,3.89E+00,0.777796339
2.28E+00,8.96E+01,7.22E-01,1.16E+01,3.78E+00,0.758533912
2.32E+00,8.96E+01,7.04E-01,1.21E+01,3.87E+00,0.757671158
2.15E+00,9.45E+01,6.81E-01,1.09E+01,3.70E+00,0.684740701
2.35E+00,9.45E+01,7.27E-01,1.16E+01,4.09E+00,0.684565916
2.16E+00,8.82E+01,7.01E-01,1.16E+01,3.60E+00,0.780685831
2.28E+00,9.24E+01,6.72E-01,1.15E+01,3.77E+00,0.714839574
2.29E+00,9.06E+01,7.73E-01,1.16E+01,3.86E+00,0.741510167
2.13E+00,9.58E+01,6.40E-01,1.09E+01,3.71E+00,0.66712719
2.42E+00,9.34E+01,6.62E-01,1.21E+01,4.04E+00,0.700212742
2.22E+00,9.17E+01,7.68E-01,1.23E+01,4.09E+00,0.725727752
2.37E+00,8.36E+01,7.14E-01,1.26E+01,3.74E+00,0.865041265
2.33E+00,9.92E+01,7.36E-01,1.24E+01,4.38E+00,0.624114543
2.29E+00,8.30E+01,7.22E-01,1.21E+01,3.61E+00,0.878713903
2.29E+00,8.67E+01,7.31E-01,1.25E+01,3.83E+00,0.806798748
2.31E+00,9.20E+01,7.63E-01,1.17E+01,3.93E+00,0.721245176
2.35E+00,9.37E+01,6.94E-01,1.23E+01,4.07E+00,0.696005282
2.21E+00,9.04E+01,6.64E-01,1.13E+01,3.59E+00,0.745687614
2.23E+00,9.46E+01,7.60E-01,1.15E+01,3.96E+00,0.683592466
2.29E+00,9.50E+01,7.13E-01,1.19E+01,4.05E+00,0.67822532
2.26E+00,8.67E+01,7.44E-01,1.17E+01,3.64E+00,0.806762201
2.45E+00,9.25E+01,6.76E-01,1.21E+01,4.06E+00,0.713589519
2.21E+00,9.48E+01,7.94E-01,1.11E+01,4.00E+00,0.681087247
2.33E+00,9.20E+01,6.62E-01,1.17E+01,3.89E+00,0.720931448
2.30E+00,9.13E+01,7.35E-01,1.19E+01,3.97E+00,0.730789055
2.35E+00,8.80E+01,6.52E-01,1.18E+01,3.74E+00,0.784161203
2.38E+00,9.26E+01,7.20E-01,1.22E+01,4.07E+00,0.71199388
2.32E+00,8.66E+01,7.14E-01,1.18E+01,3.76E+00,0.809125305
2.45E+00,9.89E+01,7.63E-01,1.20E+01,4.41E+00,0.627703971
2.19E+00,9.39E+01,7.12E-01,1.15E+01,3.82E+00,0.692978346
2.36E+00,9.12E+01,6.61E-01,1.16E+01,3.86E+00,0.733123249
2.26E+00,8.68E+01,7.79E-01,1.22E+01,3.93E+00,0.805956638
2.24E+00,9.61E+01,7.70E-01,1.22E+01,4.27E+00,0.662682694
2.33E+00,9.96E+01,7.46E-01,1.11E+01,4.19E+00,0.61916902
2.28E+00,9.47E+01,6.41E-01,1.11E+01,3.75E+00,0.681882878
2.38E+00,9.98E+01,6.85E-01,1.15E+01,4.26E+00,0.617634185
2.40E+00,8.36E+01,6.24E-01,1.24E+01,3.71E+00,0.866517595
2.35E+00,8.91E+01,6.91E-01,1.24E+01,3.96E+00,0.766568808
2.23E+00,9.18E+01,7.72E-01,1.20E+01,4.05E+00,0.724207263
2.41E+00,9.05E+01,6.78E-01,1.22E+01,4.01E+00,0.743099054
2.32E+00,9.28E+01,6.54E-01,1.16E+01,3.94E+00,0.709237315
2.11E+00,9.61E+01,7.02E-01,1.10E+01,3.81E+00,0.663573759
2.37E+00,9.30E+01,7.07E-01,1.13E+01,3.58E+00,0.70623353
2.30E+00,9.63E+01,7.91E-01,1.11E+01,4.02E+00,0.659949925
2.25E+00,9.15E+01,7.48E-01,1.21E+01,3.91E+00,0.727503164
2.28E+00,8.35E+01,6.58E-01,1.23E+01,3.66E+00,0.867894697
2.28E+00,8.90E+01,6.04E-01,1.15E+01,3.66E+00,0.767878104
2.38E+00,8.43E+01,6.99E-01,1.24E+01,3.73E+00,0.852817788
2.32E+00,9.36E+01,7.35E-01,1.25E+01,4.16E+00,0.696949746
2.37E+00,9.15E+01,7.02E-01,1.22E+01,4.07E+00,0.727787048
2.16E+00,9.17E+01,7.90E-01,1.11E+01,3.82E+00,0.725139633
2.34E+00,9.95E+01,7.53E-01,1.12E+01,4.14E+00,0.620933985
2.34E+00,9.25E+01,6.87E-01,1.24E+01,4.11E+00,0.713114143
2.40E+00,9.16E+01,7.64E-01,1.26E+01,4.27E+00,0.725888627
2.34E+00,9.73E+01,7.14E-01,1.14E+01,4.02E+00,0.647443026
2.15E+00,9.52E+01,6.66E-01,1.08E+01,3.68E+00,0.675413453
2.37E+00,9.42E+01,7.46E-01,1.20E+01,4.12E+00,0.688399683
2.37E+00,8.77E+01,6.83E-01,1.23E+01,3.88E+00,0.790371027
2.30E+00,8.83E+01,6.66E-01,1.18E+01,3.66E+00,0.779133793
2.14E+00,9.49E+01,6.76E-01,1.11E+01,3.76E+00,0.679084766
2.26E+00,9.06E+01,7.59E-01,1.18E+01,3.90E+00,0.741375915
2.21E+00,8.80E+01,6.76E-01,1.18E+01,3.63E+00,0.7850972
2.24E+00,9.05E+01,6.96E-01,1.14E+01,3.68E+00,0.743326174
2.23E+00,9.95E+01,6.38E-01,1.07E+01,3.85E+00,0.621364137
2.35E+00,9.63E+01,6.81E-01,1.12E+01,4.00E+00,0.660985039
2.45E+00,8.29E+01,6.51E-01,1.26E+01,3.77E+00,0.880572278
2.26E+00,8.43E+01,7.64E-01,1.19E+01,3.65E+00,0.85102689
2.22E+00,8.41E+01,7.64E-01,1.24E+01,3.72E+00,0.856578214
2.23E+00,9.55E+01,7.09E-01,1.15E+01,3.96E+00,0.670652799
2.24E+00,9.05E+01,7.45E-01,1.20E+01,3.88E+00,0.743636209
2.27E+00,9.41E+01,6.89E-01,1.14E+01,3.85E+00,0.689641063
