Validation,mean MAPE
Validation1,14.046086065622148
Validation2,14.592322984141994
Validation3,15.090169718582347
Validation4,12.929550455930775
Validation5,14.823997241788074
Validation6,9.19708084358064
Validation7,7.860712847028817
Validation8,11.02227345064109
Validation9,17.352217980298892
Validation10,11.261467021071127
