Validation,mean r2
Validation1,0.7361200667395912
Validation2,0.7684966037724822
Validation3,0.8706939115553459
Validation4,0.8254434083656859
Validation5,0.8070824637874525
Validation6,0.8401998374243322
Validation7,0.9429587783537146
Validation8,0.8417544691326972
Validation9,0.9008073976257592
Validation10,0.7396736945019978
