Validation,mean r2
Validation1,0.7953755040781979
Validation2,0.8122393895986993
Validation3,0.8807503254625765
Validation4,0.8669773394222036
Validation5,0.8835728297960928
Validation6,0.7966957302224896
Validation7,0.8841394971578838
Validation8,0.8092927555106217
Validation9,0.9508192501353308
Validation10,0.8021168632048257
