Validation,mean MAPE
Validation1,12.148130232292946
Validation2,13.637908457643
Validation3,13.734349109976986
Validation4,13.36498207610112
Validation5,11.837500856422727
Validation6,10.706900668705607
Validation7,8.858253697669246
Validation8,11.365035651356056
Validation9,12.098544522247348
Validation10,12.04498924667249
